SOIL_LANDSCAPE_ID,ERI_1981_VAL,ERI_1981_CLASS,ERI_1981_CLASS_EN,ERI_1981_CLASS_FR,ERI_1986_VAL,ERI_1986_CLASS,ERI_1986_CLASS_EN,ERI_1986_CLASS_FR,ERI_1991_VAL,ERI_1991_CLASS,ERI_1991_CLASS_EN,ERI_1991_CLASS_FR,ERI_1996_VAL,ERI_1996_CLASS,ERI_1996_CLASS_EN,ERI_1996_CLASS_FR,ERI_2001_VAL,ERI_2001_CLASS,ERI_2001_CLASS_EN,ERI_2001_CLASS_FR,ERI_2006_VAL,ERI_2006_CLASS,ERI_2006_CLASS_EN,ERI_2006_CLASS_FR,ERI_2011_VAL,ERI_2011_CLASS,ERI_2011_CLASS_EN,ERI_2011_CLASS_FR,ERI_2016_VAL,ERI_2016_CLASS,ERI_2016_CLASS_EN,ERI_2016_CLASS_FR,ERI_2021_VAL,ERI_2021_CLASS,ERI_2021_CLASS_EN,ERI_2021_CLASS_FR,ERI_81_21_CHG_VAL,ERI_81_21_CHG_CLASS,ERI_81_21_CHG_CLASS_EN,ERI_81_21_CHG_CLASS_FR
540010,1.206,1,Very Low,Très faible,1.218,1,Very Low,Très faible,1.257,1,Very Low,Très faible,1.34,1,Very Low,Très faible,1.474,1,Very Low,Très faible,1.163,1,Very Low,Très faible,1.384,1,Very Low,Très faible,1.392,1,Very Low,Très faible,0.919,1,Very Low,Très faible,-0.287,0,Little or no change,Peu ou pas de changement
540011,1.626,1,Very Low,Très faible,1.663,1,Very Low,Très faible,1.629,1,Very Low,Très faible,1.688,1,Very Low,Très faible,1.89,1,Very Low,Très faible,1.843,1,Very Low,Très faible,1.837,1,Very Low,Très faible,2.027,1,Very Low,Très faible,1.941,1,Very Low,Très faible,0.315,0,Little or no change,Peu ou pas de changement
540012,1.867,1,Very Low,Très faible,1.601,1,Very Low,Très faible,1.652,1,Very Low,Très faible,1.851,1,Very Low,Très faible,2.148,1,Very Low,Très faible,2.051,1,Very Low,Très faible,1.954,1,Very Low,Très faible,2.152,1,Very Low,Très faible,2.091,1,Very Low,Très faible,0.224,0,Little or no change,Peu ou pas de changement
540014,3.618,1,Very Low,Très faible,3.427,1,Very Low,Très faible,3.689,1,Very Low,Très faible,3.756,1,Very Low,Très faible,4.075,1,Very Low,Très faible,3.498,1,Very Low,Très faible,3.632,1,Very Low,Très faible,3.839,1,Very Low,Très faible,3.666,1,Very Low,Très faible,0.048,0,Little or no change,Peu ou pas de changement
540015,2.74,1,Very Low,Très faible,2.741,1,Very Low,Très faible,3.055,1,Very Low,Très faible,3.22,1,Very Low,Très faible,3.855,1,Very Low,Très faible,3.42,1,Very Low,Très faible,3.247,1,Very Low,Très faible,2.966,1,Very Low,Très faible,2.841,1,Very Low,Très faible,0.101,0,Little or no change,Peu ou pas de changement
540016,13.384,3,Moderate,Moyen,14.775,3,Moderate,Moyen,15.18,3,Moderate,Moyen,16.22,3,Moderate,Moyen,22.411,4,High,Élevé,19.947,3,Moderate,Moyen,17.262,3,Moderate,Moyen,21.902,3,Moderate,Moyen,21.647,3,Moderate,Moyen,8.263,2,Large Increase,Grande augmentation
540017,2.617,1,Very Low,Très faible,2.625,1,Very Low,Très faible,2.69,1,Very Low,Très faible,2.896,1,Very Low,Très faible,3.381,1,Very Low,Très faible,3.051,1,Very Low,Très faible,2.867,1,Very Low,Très faible,3.054,1,Very Low,Très faible,3.122,1,Very Low,Très faible,0.505,0,Little or no change,Peu ou pas de changement
540018,2.682,1,Very Low,Très faible,2.628,1,Very Low,Très faible,2.716,1,Very Low,Très faible,2.829,1,Very Low,Très faible,3.311,1,Very Low,Très faible,2.952,1,Very Low,Très faible,2.808,1,Very Low,Très faible,2.836,1,Very Low,Très faible,2.698,1,Very Low,Très faible,0.016,0,Little or no change,Peu ou pas de changement
540019,2.43,1,Very Low,Très faible,2.39,1,Very Low,Très faible,2.419,1,Very Low,Très faible,2.552,1,Very Low,Très faible,3.093,1,Very Low,Très faible,2.868,1,Very Low,Très faible,2.697,1,Very Low,Très faible,2.776,1,Very Low,Très faible,2.667,1,Very Low,Très faible,0.237,0,Little or no change,Peu ou pas de changement
540020,3.33,1,Very Low,Très faible,3.21,1,Very Low,Très faible,3.519,1,Very Low,Très faible,3.623,1,Very Low,Très faible,4.243,1,Very Low,Très faible,3.853,1,Very Low,Très faible,3.63,1,Very Low,Très faible,3.829,1,Very Low,Très faible,3.608,1,Very Low,Très faible,0.278,0,Little or no change,Peu ou pas de changement
540021,2.54,1,Very Low,Très faible,2.462,1,Very Low,Très faible,2.773,1,Very Low,Très faible,2.417,1,Very Low,Très faible,2.899,1,Very Low,Très faible,2.718,1,Very Low,Très faible,2.312,1,Very Low,Très faible,2.589,1,Very Low,Très faible,2.726,1,Very Low,Très faible,0.186,0,Little or no change,Peu ou pas de changement
540022,9.647,2,Low,Faible,9.64,2,Low,Faible,11.075,3,Moderate,Moyen,12.066,3,Moderate,Moyen,12.99,3,Moderate,Moyen,12.499,3,Moderate,Moyen,9.78,2,Low,Faible,11.016,3,Moderate,Moyen,10.337,2,Low,Faible,0.69,0,Little or no change,Peu ou pas de changement
540023,1.268,1,Very Low,Très faible,1.454,1,Very Low,Très faible,1.4,1,Very Low,Très faible,1.216,1,Very Low,Très faible,1.783,1,Very Low,Très faible,1.752,1,Very Low,Très faible,1.819,1,Very Low,Très faible,1.781,1,Very Low,Très faible,1.726,1,Very Low,Très faible,0.458,0,Little or no change,Peu ou pas de changement
540024,8.77,2,Low,Faible,7.509,2,Low,Faible,7.608,2,Low,Faible,7.909,2,Low,Faible,11.266,3,Moderate,Moyen,9.258,2,Low,Faible,8.474,2,Low,Faible,11.256,3,Moderate,Moyen,11.257,3,Moderate,Moyen,2.487,1,Increase,Augmentation
540025,2.437,1,Very Low,Très faible,2.672,1,Very Low,Très faible,2.739,1,Very Low,Très faible,2.715,1,Very Low,Très faible,3.047,1,Very Low,Très faible,2.862,1,Very Low,Très faible,2.457,1,Very Low,Très faible,2.693,1,Very Low,Très faible,2.581,1,Very Low,Très faible,0.144,0,Little or no change,Peu ou pas de changement
540027,1.182,1,Very Low,Très faible,1.036,1,Very Low,Très faible,1.064,1,Very Low,Très faible,1.115,1,Very Low,Très faible,1.242,1,Very Low,Très faible,1.018,1,Very Low,Très faible,1.149,1,Very Low,Très faible,0.988,1,Very Low,Très faible,0.991,1,Very Low,Très faible,-0.191,0,Little or no change,Peu ou pas de changement
540028,2.598,1,Very Low,Très faible,2.585,1,Very Low,Très faible,2.68,1,Very Low,Très faible,2.607,1,Very Low,Très faible,3.273,1,Very Low,Très faible,2.494,1,Very Low,Très faible,2.295,1,Very Low,Très faible,2.442,1,Very Low,Très faible,2.559,1,Very Low,Très faible,-0.0389999999999997,0,Little or no change,Peu ou pas de changement
540029,3.52,1,Very Low,Très faible,3.677,1,Very Low,Très faible,3.943,1,Very Low,Très faible,4.008,1,Very Low,Très faible,6.008,2,Low,Faible,4.853,1,Very Low,Très faible,4.592,1,Very Low,Très faible,5.477,1,Very Low,Très faible,5.461,1,Very Low,Très faible,1.941,1,Increase,Augmentation
540030,1.351,1,Very Low,Très faible,1.337,1,Very Low,Très faible,1.423,1,Very Low,Très faible,1.371,1,Very Low,Très faible,1.736,1,Very Low,Très faible,1.495,1,Very Low,Très faible,1.421,1,Very Low,Très faible,1.556,1,Very Low,Très faible,1.588,1,Very Low,Très faible,0.237,0,Little or no change,Peu ou pas de changement
540031,1.716,1,Very Low,Très faible,1.648,1,Very Low,Très faible,1.762,1,Very Low,Très faible,1.862,1,Very Low,Très faible,2.187,1,Very Low,Très faible,2.024,1,Very Low,Très faible,1.816,1,Very Low,Très faible,2.391,1,Very Low,Très faible,2.258,1,Very Low,Très faible,0.542,0,Little or no change,Peu ou pas de changement
540032,1.542,1,Very Low,Très faible,1.911,1,Very Low,Très faible,1.95,1,Very Low,Très faible,2.049,1,Very Low,Très faible,1.799,1,Very Low,Très faible,1.331,1,Very Low,Très faible,1.798,1,Very Low,Très faible,1.954,1,Very Low,Très faible,1.853,1,Very Low,Très faible,0.311,0,Little or no change,Peu ou pas de changement
540033,14.276,3,Moderate,Moyen,11.52,3,Moderate,Moyen,11.181,3,Moderate,Moyen,13.544,3,Moderate,Moyen,10.26,2,Low,Faible,9.966,2,Low,Faible,7.486,2,Low,Faible,8.069,2,Low,Faible,9.135,2,Low,Faible,-5.141,-1,Decrease,Diminuation
540034,1.41,1,Very Low,Très faible,1.374,1,Very Low,Très faible,1.684,1,Very Low,Très faible,1.474,1,Very Low,Très faible,1.849,1,Very Low,Très faible,1.763,1,Very Low,Très faible,1.599,1,Very Low,Très faible,1.523,1,Very Low,Très faible,1.563,1,Very Low,Très faible,0.153,0,Little or no change,Peu ou pas de changement
540035,1.815,1,Very Low,Très faible,1.812,1,Very Low,Très faible,1.901,1,Very Low,Très faible,1.996,1,Very Low,Très faible,2.246,1,Very Low,Très faible,2.015,1,Very Low,Très faible,1.878,1,Very Low,Très faible,1.838,1,Very Low,Très faible,1.835,1,Very Low,Très faible,0.02,0,Little or no change,Peu ou pas de changement
540036,1.377,1,Very Low,Très faible,1.251,1,Very Low,Très faible,1.373,1,Very Low,Très faible,1.23,1,Very Low,Très faible,1.469,1,Very Low,Très faible,1.342,1,Very Low,Très faible,1.249,1,Very Low,Très faible,1.295,1,Very Low,Très faible,1.352,1,Very Low,Très faible,-0.0249999999999999,0,Little or no change,Peu ou pas de changement
540037,1.554,1,Very Low,Très faible,1.565,1,Very Low,Très faible,1.522,1,Very Low,Très faible,1.498,1,Very Low,Très faible,1.674,1,Very Low,Très faible,1.548,1,Very Low,Très faible,1.334,1,Very Low,Très faible,1.272,1,Very Low,Très faible,1.347,1,Very Low,Très faible,-0.207,0,Little or no change,Peu ou pas de changement
540040,3.208,1,Very Low,Très faible,2.712,1,Very Low,Très faible,2.901,1,Very Low,Très faible,2.889,1,Very Low,Très faible,3.372,1,Very Low,Très faible,3.249,1,Very Low,Très faible,2.651,1,Very Low,Très faible,3.005,1,Very Low,Très faible,2.897,1,Very Low,Très faible,-0.311,0,Little or no change,Peu ou pas de changement
540041,3.117,1,Very Low,Très faible,2.905,1,Very Low,Très faible,2.866,1,Very Low,Très faible,3.192,1,Very Low,Très faible,3.828,1,Very Low,Très faible,3.265,1,Very Low,Très faible,2.881,1,Very Low,Très faible,3.141,1,Very Low,Très faible,2.954,1,Very Low,Très faible,-0.163,0,Little or no change,Peu ou pas de changement
540042,3.013,1,Very Low,Très faible,2.946,1,Very Low,Très faible,2.97,1,Very Low,Très faible,3.1,1,Very Low,Très faible,3.629,1,Very Low,Très faible,3.346,1,Very Low,Très faible,3.242,1,Very Low,Très faible,3.059,1,Very Low,Très faible,3.009,1,Very Low,Très faible,-0.004,0,Little or no change,Peu ou pas de changement
540043,7.925,2,Low,Faible,9.113,2,Low,Faible,9.049,2,Low,Faible,9.125,2,Low,Faible,11.371,3,Moderate,Moyen,8.216,2,Low,Faible,8.125,2,Low,Faible,7.571,2,Low,Faible,7.656,2,Low,Faible,-0.269,0,Little or no change,Peu ou pas de changement
540044,3.458,1,Very Low,Très faible,3.528,1,Very Low,Très faible,3.288,1,Very Low,Très faible,3.4,1,Very Low,Très faible,4.101,1,Very Low,Très faible,3.519,1,Very Low,Très faible,3.462,1,Very Low,Très faible,3.548,1,Very Low,Très faible,3.455,1,Very Low,Très faible,-0.00300000000000011,0,Little or no change,Peu ou pas de changement
540045,2.797,1,Very Low,Très faible,3.038,1,Very Low,Très faible,2.829,1,Very Low,Très faible,3.24,1,Very Low,Très faible,3.459,1,Very Low,Très faible,3.055,1,Very Low,Très faible,3.168,1,Very Low,Très faible,3.332,1,Very Low,Très faible,3.275,1,Very Low,Très faible,0.478,0,Little or no change,Peu ou pas de changement
540046,1.486,1,Very Low,Très faible,1.478,1,Very Low,Très faible,1.643,1,Very Low,Très faible,1.55,1,Very Low,Très faible,1.804,1,Very Low,Très faible,1.503,1,Very Low,Très faible,1.443,1,Very Low,Très faible,1.316,1,Very Low,Très faible,1.319,1,Very Low,Très faible,-0.167,0,Little or no change,Peu ou pas de changement
540047,3.154,1,Very Low,Très faible,3.237,1,Very Low,Très faible,3.063,1,Very Low,Très faible,3.501,1,Very Low,Très faible,3.854,1,Very Low,Très faible,3.534,1,Very Low,Très faible,3.335,1,Very Low,Très faible,3.326,1,Very Low,Très faible,3.199,1,Very Low,Très faible,0.0449999999999999,0,Little or no change,Peu ou pas de changement
540048,3.019,1,Very Low,Très faible,2.711,1,Very Low,Très faible,2.993,1,Very Low,Très faible,3.052,1,Very Low,Très faible,3.395,1,Very Low,Très faible,2.25,1,Very Low,Très faible,2.163,1,Very Low,Très faible,2.059,1,Very Low,Très faible,2.006,1,Very Low,Très faible,-1.013,-1,Decrease,Diminuation
540049,2.522,1,Very Low,Très faible,2.384,1,Very Low,Très faible,2.305,1,Very Low,Très faible,2.531,1,Very Low,Très faible,2.933,1,Very Low,Très faible,2.484,1,Very Low,Très faible,2.711,1,Very Low,Très faible,2.791,1,Very Low,Très faible,2.762,1,Very Low,Très faible,0.24,0,Little or no change,Peu ou pas de changement
540050,1.953,1,Very Low,Très faible,1.788,1,Very Low,Très faible,1.753,1,Very Low,Très faible,1.914,1,Very Low,Très faible,2.643,1,Very Low,Très faible,2.108,1,Very Low,Très faible,2.162,1,Very Low,Très faible,2.208,1,Very Low,Très faible,2.147,1,Very Low,Très faible,0.194,0,Little or no change,Peu ou pas de changement
540051,1.589,1,Very Low,Très faible,1.719,1,Very Low,Très faible,1.819,1,Very Low,Très faible,1.803,1,Very Low,Très faible,1.93,1,Very Low,Très faible,1.653,1,Very Low,Très faible,1.502,1,Very Low,Très faible,1.42,1,Very Low,Très faible,1.402,1,Very Low,Très faible,-0.187,0,Little or no change,Peu ou pas de changement
540052,2.039,1,Very Low,Très faible,2.102,1,Very Low,Très faible,2.261,1,Very Low,Très faible,2.445,1,Very Low,Très faible,2.744,1,Very Low,Très faible,2.385,1,Very Low,Très faible,2.259,1,Very Low,Très faible,2.178,1,Very Low,Très faible,2.14,1,Very Low,Très faible,0.101,0,Little or no change,Peu ou pas de changement
540053,5.631,1,Very Low,Très faible,5.71,1,Very Low,Très faible,6.437,2,Low,Faible,6.013,2,Low,Faible,8.094,2,Low,Faible,6.096,2,Low,Faible,7.137,2,Low,Faible,7.119,2,Low,Faible,7.531,2,Low,Faible,1.9,1,Increase,Augmentation
540054,2.514,1,Very Low,Très faible,2.359,1,Very Low,Très faible,2.449,1,Very Low,Très faible,2.884,1,Very Low,Très faible,3.282,1,Very Low,Très faible,2.987,1,Very Low,Très faible,2.788,1,Very Low,Très faible,2.957,1,Very Low,Très faible,2.914,1,Very Low,Très faible,0.4,0,Little or no change,Peu ou pas de changement
540055,2.318,1,Very Low,Très faible,2.452,1,Very Low,Très faible,2.652,1,Very Low,Très faible,2.551,1,Very Low,Très faible,2.725,1,Very Low,Très faible,2.55,1,Very Low,Très faible,2.219,1,Very Low,Très faible,2.445,1,Very Low,Très faible,2.391,1,Very Low,Très faible,0.073,0,Little or no change,Peu ou pas de changement
540056,1.608,1,Very Low,Très faible,1.584,1,Very Low,Très faible,1.55,1,Very Low,Très faible,1.77,1,Very Low,Très faible,2.109,1,Very Low,Très faible,1.843,1,Very Low,Très faible,1.544,1,Very Low,Très faible,1.609,1,Very Low,Très faible,1.631,1,Very Low,Très faible,0.0229999999999999,0,Little or no change,Peu ou pas de changement
540057,2.543,1,Very Low,Très faible,2.528,1,Very Low,Très faible,2.532,1,Very Low,Très faible,2.931,1,Very Low,Très faible,3.123,1,Very Low,Très faible,2.65,1,Very Low,Très faible,2.502,1,Very Low,Très faible,2.4,1,Very Low,Très faible,2.352,1,Very Low,Très faible,-0.191,0,Little or no change,Peu ou pas de changement
540058,2.82,1,Very Low,Très faible,2.836,1,Very Low,Très faible,3.135,1,Very Low,Très faible,3.177,1,Very Low,Très faible,3.527,1,Very Low,Très faible,3.239,1,Very Low,Très faible,2.657,1,Very Low,Très faible,2.75,1,Very Low,Très faible,2.716,1,Very Low,Très faible,-0.104,0,Little or no change,Peu ou pas de changement
540059,2.483,1,Very Low,Très faible,2.548,1,Very Low,Très faible,2.716,1,Very Low,Très faible,2.81,1,Very Low,Très faible,3.003,1,Very Low,Très faible,2.683,1,Very Low,Très faible,2.456,1,Very Low,Très faible,2.333,1,Very Low,Très faible,2.305,1,Very Low,Très faible,-0.178,0,Little or no change,Peu ou pas de changement
540060,2.392,1,Very Low,Très faible,2.597,1,Very Low,Très faible,2.728,1,Very Low,Très faible,2.999,1,Very Low,Très faible,3.289,1,Very Low,Très faible,2.967,1,Very Low,Très faible,2.74,1,Very Low,Très faible,2.646,1,Very Low,Très faible,2.598,1,Very Low,Très faible,0.206,0,Little or no change,Peu ou pas de changement
540061,12.076,3,Moderate,Moyen,12.186,3,Moderate,Moyen,11.75,3,Moderate,Moyen,13.556,3,Moderate,Moyen,14.923,3,Moderate,Moyen,13.175,3,Moderate,Moyen,11.996,3,Moderate,Moyen,11.531,3,Moderate,Moyen,11.776,3,Moderate,Moyen,-0.300000000000001,0,Little or no change,Peu ou pas de changement
540063,2.477,1,Very Low,Très faible,2.504,1,Very Low,Très faible,2.57,1,Very Low,Très faible,2.87,1,Very Low,Très faible,3.009,1,Very Low,Très faible,2.698,1,Very Low,Très faible,2.458,1,Very Low,Très faible,2.386,1,Very Low,Très faible,2.332,1,Very Low,Très faible,-0.145,0,Little or no change,Peu ou pas de changement
540064,3.828,1,Very Low,Très faible,4.285,1,Very Low,Très faible,4.404,1,Very Low,Très faible,4.087,1,Very Low,Très faible,4.362,1,Very Low,Très faible,3.4,1,Very Low,Très faible,3.58,1,Very Low,Très faible,3.271,1,Very Low,Très faible,3.222,1,Very Low,Très faible,-0.606,0,Little or no change,Peu ou pas de changement
540065,3.184,1,Very Low,Très faible,3.205,1,Very Low,Très faible,3.277,1,Very Low,Très faible,3.674,1,Very Low,Très faible,3.847,1,Very Low,Très faible,3.603,1,Very Low,Très faible,3.184,1,Very Low,Très faible,3.054,1,Very Low,Très faible,2.837,1,Very Low,Très faible,-0.347,0,Little or no change,Peu ou pas de changement
540066,3.155,1,Very Low,Très faible,3.402,1,Very Low,Très faible,3.335,1,Very Low,Très faible,3.588,1,Very Low,Très faible,4.12,1,Very Low,Très faible,3.615,1,Very Low,Très faible,3.22,1,Very Low,Très faible,2.921,1,Very Low,Très faible,3.038,1,Very Low,Très faible,-0.117,0,Little or no change,Peu ou pas de changement
540067,1.415,1,Very Low,Très faible,1.324,1,Very Low,Très faible,1.315,1,Very Low,Très faible,1.53,1,Very Low,Très faible,1.797,1,Very Low,Très faible,1.467,1,Very Low,Très faible,1.448,1,Very Low,Très faible,1.409,1,Very Low,Très faible,1.387,1,Very Low,Très faible,-0.028,0,Little or no change,Peu ou pas de changement
540068,3.406,1,Very Low,Très faible,3.612,1,Very Low,Très faible,3.881,1,Very Low,Très faible,3.975,1,Very Low,Très faible,4.202,1,Very Low,Très faible,3.476,1,Very Low,Très faible,3.239,1,Very Low,Très faible,2.931,1,Very Low,Très faible,3.062,1,Very Low,Très faible,-0.344,0,Little or no change,Peu ou pas de changement
540069,1.794,1,Very Low,Très faible,1.621,1,Very Low,Très faible,1.655,1,Very Low,Très faible,1.905,1,Very Low,Très faible,2.329,1,Very Low,Très faible,2.255,1,Very Low,Très faible,2.01,1,Very Low,Très faible,1.991,1,Very Low,Très faible,1.979,1,Very Low,Très faible,0.185,0,Little or no change,Peu ou pas de changement
540070,3.078,1,Very Low,Très faible,3.248,1,Very Low,Très faible,3.423,1,Very Low,Très faible,3.587,1,Very Low,Très faible,3.882,1,Very Low,Très faible,3.557,1,Very Low,Très faible,3.252,1,Very Low,Très faible,3.187,1,Very Low,Très faible,3.08,1,Very Low,Très faible,0.00200000000000022,0,Little or no change,Peu ou pas de changement
540071,2.093,1,Very Low,Très faible,2.053,1,Very Low,Très faible,2.228,1,Very Low,Très faible,2.505,1,Very Low,Très faible,3.265,1,Very Low,Très faible,2.876,1,Very Low,Très faible,2.505,1,Very Low,Très faible,2.461,1,Very Low,Très faible,2.439,1,Very Low,Très faible,0.346,0,Little or no change,Peu ou pas de changement
540072,3.449,1,Very Low,Très faible,3.286,1,Very Low,Très faible,3.785,1,Very Low,Très faible,3.978,1,Very Low,Très faible,4.698,1,Very Low,Très faible,4.313,1,Very Low,Très faible,3.772,1,Very Low,Très faible,3.924,1,Very Low,Très faible,3.836,1,Very Low,Très faible,0.387,0,Little or no change,Peu ou pas de changement
540073,3.515,1,Very Low,Très faible,2.773,1,Very Low,Très faible,3.156,1,Very Low,Très faible,3.314,1,Very Low,Très faible,3.809,1,Very Low,Très faible,3.174,1,Very Low,Très faible,3.426,1,Very Low,Très faible,3.52,1,Very Low,Très faible,3.477,1,Very Low,Très faible,-0.0380000000000003,0,Little or no change,Peu ou pas de changement
540074,4.13,1,Very Low,Très faible,4.11,1,Very Low,Très faible,4.11,1,Very Low,Très faible,4.4,1,Very Low,Très faible,4.665,1,Very Low,Très faible,4.17,1,Very Low,Très faible,3.794,1,Very Low,Très faible,3.714,1,Very Low,Très faible,3.636,1,Very Low,Très faible,-0.494,0,Little or no change,Peu ou pas de changement
540075,3.06,1,Very Low,Très faible,3.174,1,Very Low,Très faible,3.407,1,Very Low,Très faible,3.653,1,Very Low,Très faible,3.858,1,Very Low,Très faible,3.499,1,Very Low,Très faible,3.162,1,Very Low,Très faible,3.016,1,Very Low,Très faible,2.953,1,Very Low,Très faible,-0.107,0,Little or no change,Peu ou pas de changement
540076,1.859,1,Very Low,Très faible,1.692,1,Very Low,Très faible,1.561,1,Very Low,Très faible,1.708,1,Very Low,Très faible,1.985,1,Very Low,Très faible,1.758,1,Very Low,Très faible,1.889,1,Very Low,Très faible,1.843,1,Very Low,Très faible,1.785,1,Very Low,Très faible,-0.0740000000000001,0,Little or no change,Peu ou pas de changement
540077,2.382,1,Very Low,Très faible,2.583,1,Very Low,Très faible,2.586,1,Very Low,Très faible,2.857,1,Very Low,Très faible,3.128,1,Very Low,Très faible,2.669,1,Very Low,Très faible,2.506,1,Very Low,Très faible,2.456,1,Very Low,Très faible,2.402,1,Very Low,Très faible,0.02,0,Little or no change,Peu ou pas de changement
540078,2.191,1,Very Low,Très faible,2.037,1,Very Low,Très faible,2.169,1,Very Low,Très faible,2.202,1,Very Low,Très faible,2.617,1,Very Low,Très faible,2.223,1,Very Low,Très faible,2.187,1,Very Low,Très faible,2.267,1,Very Low,Très faible,2.192,1,Very Low,Très faible,0.00100000000000033,0,Little or no change,Peu ou pas de changement
540080,15.744,3,Moderate,Moyen,15.538,3,Moderate,Moyen,15.193,3,Moderate,Moyen,15.772,3,Moderate,Moyen,16.849,3,Moderate,Moyen,15.17,3,Moderate,Moyen,13.437,3,Moderate,Moyen,12.86,3,Moderate,Moyen,12.596,3,Moderate,Moyen,-3.148,-1,Decrease,Diminuation
540081,3.439,1,Very Low,Très faible,3.408,1,Very Low,Très faible,3.291,1,Very Low,Très faible,3.528,1,Very Low,Très faible,3.889,1,Very Low,Très faible,3.365,1,Very Low,Très faible,3.154,1,Very Low,Très faible,3.016,1,Very Low,Très faible,2.964,1,Very Low,Très faible,-0.475,0,Little or no change,Peu ou pas de changement
540082,3.679,1,Very Low,Très faible,3.465,1,Very Low,Très faible,3.254,1,Very Low,Très faible,3.312,1,Very Low,Très faible,3.773,1,Very Low,Très faible,3.552,1,Very Low,Très faible,3.423,1,Very Low,Très faible,3.63,1,Very Low,Très faible,3.543,1,Very Low,Très faible,-0.136,0,Little or no change,Peu ou pas de changement
540083,5.037,1,Very Low,Très faible,5.249,1,Very Low,Très faible,5.192,1,Very Low,Très faible,5.483,1,Very Low,Très faible,6.036,2,Low,Faible,5.437,1,Very Low,Très faible,4.875,1,Very Low,Très faible,4.686,1,Very Low,Très faible,4.597,1,Very Low,Très faible,-0.44,0,Little or no change,Peu ou pas de changement
540084,12.652,3,Moderate,Moyen,11.608,3,Moderate,Moyen,11.039,3,Moderate,Moyen,12.15,3,Moderate,Moyen,14.93,3,Moderate,Moyen,11.784,3,Moderate,Moyen,12.336,3,Moderate,Moyen,13.911,3,Moderate,Moyen,13.661,3,Moderate,Moyen,1.009,1,Increase,Augmentation
540085,3.075,1,Very Low,Très faible,2.799,1,Very Low,Très faible,2.617,1,Very Low,Très faible,2.578,1,Very Low,Très faible,3.176,1,Very Low,Très faible,2.627,1,Very Low,Très faible,2.515,1,Very Low,Très faible,2.67,1,Very Low,Très faible,2.613,1,Very Low,Très faible,-0.462,0,Little or no change,Peu ou pas de changement
540086,3.058,1,Very Low,Très faible,3.269,1,Very Low,Très faible,3.222,1,Very Low,Très faible,3.342,1,Very Low,Très faible,3.689,1,Very Low,Très faible,3.101,1,Very Low,Très faible,3.038,1,Very Low,Très faible,2.951,1,Very Low,Très faible,2.913,1,Very Low,Très faible,-0.145,0,Little or no change,Peu ou pas de changement
540087,3.836,1,Very Low,Très faible,4.016,1,Very Low,Très faible,3.845,1,Very Low,Très faible,4.199,1,Very Low,Très faible,4.274,1,Very Low,Très faible,3.899,1,Very Low,Très faible,3.428,1,Very Low,Très faible,3.313,1,Very Low,Très faible,3.27,1,Very Low,Très faible,-0.566,0,Little or no change,Peu ou pas de changement
540088,17.272,3,Moderate,Moyen,18.085,3,Moderate,Moyen,18.079,3,Moderate,Moyen,20.076,3,Moderate,Moyen,21.098,3,Moderate,Moyen,17.348,3,Moderate,Moyen,16.486,3,Moderate,Moyen,20.002,3,Moderate,Moyen,19.31,3,Moderate,Moyen,2.038,1,Increase,Augmentation
540089,8.751,2,Low,Faible,8.668,2,Low,Faible,8.309,2,Low,Faible,9.382,2,Low,Faible,9.3,2,Low,Faible,7.782,2,Low,Faible,7.32,2,Low,Faible,7.209,2,Low,Faible,6.937,2,Low,Faible,-1.814,-1,Decrease,Diminuation
540090,26.971,4,High,Élevé,26.662,4,High,Élevé,18.883,3,Moderate,Moyen,24.546,4,High,Élevé,23.955,4,High,Élevé,21.541,3,Moderate,Moyen,19.476,3,Moderate,Moyen,18.22,3,Moderate,Moyen,17.764,3,Moderate,Moyen,-9.207,-2,Large Decrease,Grande diminuation
540091,3.248,1,Very Low,Très faible,3.416,1,Very Low,Très faible,3.265,1,Very Low,Très faible,3.422,1,Very Low,Très faible,3.741,1,Very Low,Très faible,3.358,1,Very Low,Très faible,3.093,1,Very Low,Très faible,3.156,1,Very Low,Très faible,3.054,1,Very Low,Très faible,-0.194,0,Little or no change,Peu ou pas de changement
540092,5.106,1,Very Low,Très faible,5.253,1,Very Low,Très faible,4.787,1,Very Low,Très faible,5.16,1,Very Low,Très faible,5.376,1,Very Low,Très faible,4.757,1,Very Low,Très faible,4.373,1,Very Low,Très faible,4.241,1,Very Low,Très faible,4.041,1,Very Low,Très faible,-1.065,-1,Decrease,Diminuation
540093,5.278,1,Very Low,Très faible,5.54,1,Very Low,Très faible,5.614,1,Very Low,Très faible,6.16,2,Low,Faible,6.785,2,Low,Faible,6.099,2,Low,Faible,5.847,1,Very Low,Très faible,6.022,2,Low,Faible,5.813,1,Very Low,Très faible,0.535,0,Little or no change,Peu ou pas de changement
540094,6.427,2,Low,Faible,6.075,2,Low,Faible,6.213,2,Low,Faible,5.75,1,Very Low,Très faible,6.131,2,Low,Faible,6.115,2,Low,Faible,7.468,2,Low,Faible,9.043,2,Low,Faible,8.486,2,Low,Faible,2.059,1,Increase,Augmentation
