SOIL_LANDSCAPE_ID,ERI_1981_VAL,ERI_1981_CLASS,ERI_1981_CLASS_EN,ERI_1981_CLASS_FR,ERI_1986_VAL,ERI_1986_CLASS,ERI_1986_CLASS_EN,ERI_1986_CLASS_FR,ERI_1991_VAL,ERI_1991_CLASS,ERI_1991_CLASS_EN,ERI_1991_CLASS_FR,ERI_1996_VAL,ERI_1996_CLASS,ERI_1996_CLASS_EN,ERI_1996_CLASS_FR,ERI_2001_VAL,ERI_2001_CLASS,ERI_2001_CLASS_EN,ERI_2001_CLASS_FR,ERI_2006_VAL,ERI_2006_CLASS,ERI_2006_CLASS_EN,ERI_2006_CLASS_FR,ERI_2011_VAL,ERI_2011_CLASS,ERI_2011_CLASS_EN,ERI_2011_CLASS_FR,ERI_2016_VAL,ERI_2016_CLASS,ERI_2016_CLASS_EN,ERI_2016_CLASS_FR,ERI_2021_VAL,ERI_2021_CLASS,ERI_2021_CLASS_EN,ERI_2021_CLASS_FR,ERI_81_21_CHG_VAL,ERI_81_21_CHG_CLASS,ERI_81_21_CHG_CLASS_EN,ERI_81_21_CHG_CLASS_FR
401108,1.237,1,Very Low,Très faible,1.179,1,Very Low,Très faible,1.134,1,Very Low,Très faible,1.009,1,Very Low,Très faible,1.172,1,Very Low,Très faible,0.789,1,Very Low,Très faible,0.939,1,Very Low,Très faible,1.309,1,Very Low,Très faible,1.067,1,Very Low,Très faible,-0.17,0,Little or no change,Peu ou pas de changement
401110,0.892,1,Very Low,Très faible,0.853,1,Very Low,Très faible,1.168,1,Very Low,Très faible,1.106,1,Very Low,Très faible,1.238,1,Very Low,Très faible,1.166,1,Very Low,Très faible,0.813,1,Very Low,Très faible,0.914,1,Very Low,Très faible,0.856,1,Very Low,Très faible,-0.036,0,Little or no change,Peu ou pas de changement
401111,9.146,2,Low,Faible,8.437,2,Low,Faible,10.206,2,Low,Faible,6.726,2,Low,Faible,7.636,2,Low,Faible,6.365,2,Low,Faible,5.737,1,Very Low,Très faible,8.665,2,Low,Faible,8.028,2,Low,Faible,-1.118,-1,Decrease,Diminuation
401112,1.112,1,Very Low,Très faible,1.069,1,Very Low,Très faible,0.98,1,Very Low,Très faible,0.972,1,Very Low,Très faible,1.43,1,Very Low,Très faible,1.116,1,Very Low,Très faible,0.878,1,Very Low,Très faible,1.024,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401116,7.564,2,Low,Faible,7.191,2,Low,Faible,7.486,2,Low,Faible,7.403,2,Low,Faible,8.253,2,Low,Faible,7.805,2,Low,Faible,7.518,2,Low,Faible,8.809,2,Low,Faible,7.677,2,Low,Faible,0.113,0,Little or no change,Peu ou pas de changement
401119,8.133,2,Low,Faible,8.198,2,Low,Faible,8.097,2,Low,Faible,8.289,2,Low,Faible,10.702,2,Low,Faible,8.33,2,Low,Faible,8.291,2,Low,Faible,7.306,2,Low,Faible,8.878,2,Low,Faible,0.745000000000001,0,Little or no change,Peu ou pas de changement
401121,1.097,1,Very Low,Très faible,1.075,1,Very Low,Très faible,1.026,1,Very Low,Très faible,1.001,1,Very Low,Très faible,1.126,1,Very Low,Très faible,1.49,1,Very Low,Très faible,1.42,1,Very Low,Très faible,2.275,1,Very Low,Très faible,1.639,1,Very Low,Très faible,0.542,0,Little or no change,Peu ou pas de changement
401125,1.016,1,Very Low,Très faible,1.194,1,Very Low,Très faible,1.217,1,Very Low,Très faible,1.091,1,Very Low,Très faible,1.243,1,Very Low,Très faible,1.257,1,Very Low,Très faible,0.935,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,0.77,1,Very Low,Très faible,-0.246,0,Little or no change,Peu ou pas de changement
401130,5.206,1,Very Low,Très faible,3.274,1,Very Low,Très faible,3.224,1,Very Low,Très faible,4.104,1,Very Low,Très faible,3.948,1,Very Low,Très faible,3.708,1,Very Low,Très faible,3.163,1,Very Low,Très faible,3.816,1,Very Low,Très faible,2.734,1,Very Low,Très faible,-2.472,-1,Decrease,Diminuation
401137,1.202,1,Very Low,Très faible,1.231,1,Very Low,Très faible,1.094,1,Very Low,Très faible,0.913,1,Very Low,Très faible,0.948,1,Very Low,Très faible,1,1,Very Low,Très faible,0.79,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,0.862,1,Very Low,Très faible,-0.34,0,Little or no change,Peu ou pas de changement
401140,1.584,1,Very Low,Très faible,1.295,1,Very Low,Très faible,1.345,1,Very Low,Très faible,1.142,1,Very Low,Très faible,1.348,1,Very Low,Très faible,1.229,1,Very Low,Très faible,0.904,1,Very Low,Très faible,1.12,1,Very Low,Très faible,0.799,1,Very Low,Très faible,-0.785,0,Little or no change,Peu ou pas de changement
401141,1.582,1,Very Low,Très faible,1.294,1,Very Low,Très faible,1.344,1,Very Low,Très faible,1.141,1,Very Low,Très faible,1.275,1,Very Low,Très faible,1.213,1,Very Low,Très faible,1.036,1,Very Low,Très faible,1.209,1,Very Low,Très faible,0.899,1,Very Low,Très faible,-0.683,0,Little or no change,Peu ou pas de changement
402004,1.244,1,Very Low,Très faible,1.1,1,Very Low,Très faible,1.118,1,Very Low,Très faible,0.647,1,Very Low,Très faible,0.751,1,Very Low,Très faible,0.976,1,Very Low,Très faible,0.842,1,Very Low,Très faible,0.533,1,Very Low,Très faible,1.386,1,Very Low,Très faible,0.142,0,Little or no change,Peu ou pas de changement
407002,8.93,2,Low,Faible,7.766,2,Low,Faible,9.843,2,Low,Faible,5.491,1,Very Low,Très faible,4.482,1,Very Low,Très faible,6.188,2,Low,Faible,5.423,1,Very Low,Très faible,7.273,2,Low,Faible,6.922,2,Low,Faible,-2.008,-1,Decrease,Diminuation
407003,2.662,1,Very Low,Très faible,2.188,1,Very Low,Très faible,1.372,1,Very Low,Très faible,1.536,1,Very Low,Très faible,1.312,1,Very Low,Très faible,1.243,1,Very Low,Très faible,1.607,1,Very Low,Très faible,1.828,1,Very Low,Très faible,1.628,1,Very Low,Très faible,-1.034,-1,Decrease,Diminuation
407004,7.244,2,Low,Faible,6.57,2,Low,Faible,7.366,2,Low,Faible,7.454,2,Low,Faible,3.595,1,Very Low,Très faible,4.425,1,Very Low,Très faible,2.955,1,Very Low,Très faible,3.889,1,Very Low,Très faible,4.187,1,Very Low,Très faible,-3.057,-1,Decrease,Diminuation
407005,32.835,4,High,Élevé,25.095,4,High,Élevé,25.446,4,High,Élevé,25.316,4,High,Élevé,15.35,3,Moderate,Moyen,22.065,4,High,Élevé,21.026,3,Moderate,Moyen,27.801,4,High,Élevé,26.006,4,High,Élevé,-6.829,-2,Large Decrease,Grande diminuation
407007,37.533,5,Very High,Très élevé,30.324,4,High,Élevé,25.432,4,High,Élevé,25.346,4,High,Élevé,16.498,3,Moderate,Moyen,23.027,4,High,Élevé,20.832,3,Moderate,Moyen,32.151,4,High,Élevé,31.484,4,High,Élevé,-6.049,-2,Large Decrease,Grande diminuation
408002,1.03,1,Very Low,Très faible,0.968,1,Very Low,Très faible,1.137,1,Very Low,Très faible,1.03,1,Very Low,Très faible,1.016,1,Very Low,Très faible,0.911,1,Very Low,Très faible,0.837,1,Very Low,Très faible,0.76,1,Very Low,Très faible,0.68,1,Very Low,Très faible,-0.35,0,Little or no change,Peu ou pas de changement
408003,30.885,4,High,Élevé,30.843,4,High,Élevé,28.786,4,High,Élevé,25.057,4,High,Élevé,32.271,4,High,Élevé,27.686,4,High,Élevé,23.248,4,High,Élevé,24.935,4,High,Élevé,23.492,4,High,Élevé,-7.393,-2,Large Decrease,Grande diminuation
408005,2.048,1,Very Low,Très faible,2.023,1,Very Low,Très faible,2.058,1,Very Low,Très faible,1.836,1,Very Low,Très faible,1.886,1,Very Low,Très faible,1.837,1,Very Low,Très faible,2.124,1,Very Low,Très faible,2.078,1,Very Low,Très faible,2.053,1,Very Low,Très faible,0.00499999999999989,0,Little or no change,Peu ou pas de changement
408006,1.401,1,Very Low,Très faible,1.417,1,Very Low,Très faible,1.401,1,Very Low,Très faible,1.296,1,Very Low,Très faible,1.633,1,Very Low,Très faible,1.615,1,Very Low,Très faible,1.672,1,Very Low,Très faible,1.689,1,Very Low,Très faible,1.566,1,Very Low,Très faible,0.165,0,Little or no change,Peu ou pas de changement
408007,1.592,1,Very Low,Très faible,1.452,1,Very Low,Très faible,1.43,1,Very Low,Très faible,1.198,1,Very Low,Très faible,1.513,1,Very Low,Très faible,1.199,1,Very Low,Très faible,1.322,1,Very Low,Très faible,1.116,1,Very Low,Très faible,1.11,1,Very Low,Très faible,-0.482,0,Little or no change,Peu ou pas de changement
408010,1.589,1,Very Low,Très faible,1.533,1,Very Low,Très faible,1.456,1,Very Low,Très faible,1.475,1,Very Low,Très faible,1.624,1,Very Low,Très faible,1.444,1,Very Low,Très faible,1.328,1,Very Low,Très faible,1.577,1,Very Low,Très faible,1.467,1,Very Low,Très faible,-0.122,0,Little or no change,Peu ou pas de changement
408011,2.78,1,Very Low,Très faible,2.571,1,Very Low,Très faible,2.616,1,Very Low,Très faible,2.537,1,Very Low,Très faible,2.611,1,Very Low,Très faible,2.434,1,Very Low,Très faible,2.268,1,Very Low,Très faible,2.445,1,Very Low,Très faible,2.151,1,Very Low,Très faible,-0.629,0,Little or no change,Peu ou pas de changement
408012,2.762,1,Very Low,Très faible,2.662,1,Very Low,Très faible,2.62,1,Very Low,Très faible,2.646,1,Very Low,Très faible,2.81,1,Very Low,Très faible,2.601,1,Very Low,Très faible,3.085,1,Very Low,Très faible,2.796,1,Very Low,Très faible,2.546,1,Very Low,Très faible,-0.216,0,Little or no change,Peu ou pas de changement
408014,1.456,1,Very Low,Très faible,1.424,1,Very Low,Très faible,1.398,1,Very Low,Très faible,1.422,1,Very Low,Très faible,1.556,1,Very Low,Très faible,1.573,1,Very Low,Très faible,1.757,1,Very Low,Très faible,1.658,1,Very Low,Très faible,1.535,1,Very Low,Très faible,0.079,0,Little or no change,Peu ou pas de changement
408016,30.174,4,High,Élevé,31.479,4,High,Élevé,29.224,4,High,Élevé,31.245,4,High,Élevé,32.567,4,High,Élevé,27.871,4,High,Élevé,33.457,5,Very High,Très élevé,34.147,5,Very High,Très élevé,30.279,4,High,Élevé,0.105,0,Little or no change,Peu ou pas de changement
408017,1.69,1,Very Low,Très faible,1.361,1,Very Low,Très faible,1.391,1,Very Low,Très faible,1.404,1,Very Low,Très faible,1.623,1,Very Low,Très faible,1.257,1,Very Low,Très faible,1.236,1,Very Low,Très faible,1.141,1,Very Low,Très faible,1.176,1,Very Low,Très faible,-0.514,0,Little or no change,Peu ou pas de changement
408018,1.481,1,Very Low,Très faible,1.477,1,Very Low,Très faible,1.437,1,Very Low,Très faible,1.444,1,Very Low,Très faible,1.376,1,Very Low,Très faible,1.364,1,Very Low,Très faible,2.247,1,Very Low,Très faible,2.085,1,Very Low,Très faible,1.9,1,Very Low,Très faible,0.419,0,Little or no change,Peu ou pas de changement
408020,1.267,1,Very Low,Très faible,1.306,1,Very Low,Très faible,1.279,1,Very Low,Très faible,1.317,1,Very Low,Très faible,1.337,1,Very Low,Très faible,1.3,1,Very Low,Très faible,1.583,1,Very Low,Très faible,1.569,1,Very Low,Très faible,1.392,1,Very Low,Très faible,0.125,0,Little or no change,Peu ou pas de changement
408021,2.246,1,Very Low,Très faible,2.221,1,Very Low,Très faible,2.199,1,Very Low,Très faible,2.179,1,Very Low,Très faible,2.435,1,Very Low,Très faible,2.354,1,Very Low,Très faible,2.372,1,Very Low,Très faible,2.588,1,Very Low,Très faible,2.418,1,Very Low,Très faible,0.172,0,Little or no change,Peu ou pas de changement
409003,19.196,3,Moderate,Moyen,15.653,3,Moderate,Moyen,16.796,3,Moderate,Moyen,13.814,3,Moderate,Moyen,13.108,3,Moderate,Moyen,16.128,3,Moderate,Moyen,13.379,3,Moderate,Moyen,19.211,3,Moderate,Moyen,22.595,4,High,Élevé,3.399,1,Increase,Augmentation
409008,19.386,3,Moderate,Moyen,16.865,3,Moderate,Moyen,19.953,3,Moderate,Moyen,15.539,3,Moderate,Moyen,13.65,3,Moderate,Moyen,14.397,3,Moderate,Moyen,13.219,3,Moderate,Moyen,15.101,3,Moderate,Moyen,24.328,4,High,Élevé,4.942,1,Increase,Augmentation
409009,45.005,5,Very High,Très élevé,40.468,5,Very High,Très élevé,31.882,4,High,Élevé,35.346,5,Very High,Très élevé,30.877,4,High,Élevé,29.104,4,High,Élevé,34.06,5,Very High,Très élevé,43.403,5,Very High,Très élevé,47.303,5,Very High,Très élevé,2.29799999999999,1,Increase,Augmentation
410001,32.018,4,High,Élevé,33.504,5,Very High,Très élevé,26.699,4,High,Élevé,23.827,4,High,Élevé,36.802,5,Very High,Très élevé,11.7,3,Moderate,Moyen,15.162,3,Moderate,Moyen,13.402,3,Moderate,Moyen,55.261,5,Very High,Très élevé,23.243,2,Large Increase,Grande augmentation
410002,3.401,1,Very Low,Très faible,2.996,1,Very Low,Très faible,2.708,1,Very Low,Très faible,2.245,1,Very Low,Très faible,2.658,1,Very Low,Très faible,1.367,1,Very Low,Très faible,1.463,1,Very Low,Très faible,1.349,1,Very Low,Très faible,4.057,1,Very Low,Très faible,0.656000000000001,0,Little or no change,Peu ou pas de changement
411002,6.288,2,Low,Faible,13.042,3,Moderate,Moyen,9.738,2,Low,Faible,11.224,3,Moderate,Moyen,11.124,3,Moderate,Moyen,6.792,2,Low,Faible,6.751,2,Low,Faible,11.602,3,Moderate,Moyen,12.581,3,Moderate,Moyen,6.293,2,Large Increase,Grande augmentation
411003,12.204,3,Moderate,Moyen,11.193,3,Moderate,Moyen,10.234,2,Low,Faible,7.332,2,Low,Faible,7.372,2,Low,Faible,7.312,2,Low,Faible,8.897,2,Low,Faible,11.418,3,Moderate,Moyen,7.867,2,Low,Faible,-4.337,-1,Decrease,Diminuation
411004,9.813,2,Low,Faible,7.633,2,Low,Faible,8.263,2,Low,Faible,8.114,2,Low,Faible,,0,Not Assessed,Elément non évalué,7.044,2,Low,Faible,6.971,2,Low,Faible,7.704,2,Low,Faible,4.261,1,Very Low,Très faible,-5.552,-1,Decrease,Diminuation
411005,6.965,2,Low,Faible,6.794,2,Low,Faible,9.327,2,Low,Faible,6.733,2,Low,Faible,5.525,1,Very Low,Très faible,5.378,1,Very Low,Très faible,5.708,1,Very Low,Très faible,7.137,2,Low,Faible,8.056,2,Low,Faible,1.091,1,Increase,Augmentation
411006,12.95,3,Moderate,Moyen,12.423,3,Moderate,Moyen,12.957,3,Moderate,Moyen,10.723,2,Low,Faible,11.382,3,Moderate,Moyen,11.473,3,Moderate,Moyen,14.375,3,Moderate,Moyen,17.465,3,Moderate,Moyen,18.837,3,Moderate,Moyen,5.887,1,Increase,Augmentation
411007,7.841,2,Low,Faible,6.4,2,Low,Faible,5.396,1,Very Low,Très faible,4.719,1,Very Low,Très faible,5.333,1,Very Low,Très faible,5.092,1,Very Low,Très faible,4.097,1,Very Low,Très faible,4.642,1,Very Low,Très faible,7.164,2,Low,Faible,-0.677,0,Little or no change,Peu ou pas de changement
411008,11.426,3,Moderate,Moyen,11.033,3,Moderate,Moyen,10.482,2,Low,Faible,6.614,2,Low,Faible,7.64,2,Low,Faible,8.049,2,Low,Faible,9.923,2,Low,Faible,10.822,2,Low,Faible,7.518,2,Low,Faible,-3.908,-1,Decrease,Diminuation
411011,9.494,2,Low,Faible,6.989,2,Low,Faible,6.422,2,Low,Faible,6.467,2,Low,Faible,6.236,2,Low,Faible,4.674,1,Very Low,Très faible,6.009,2,Low,Faible,6.937,2,Low,Faible,5.09,1,Very Low,Très faible,-4.404,-1,Decrease,Diminuation
411012,25.52,4,High,Élevé,23.823,4,High,Élevé,24.142,4,High,Élevé,20.42,3,Moderate,Moyen,21.326,3,Moderate,Moyen,17.5,3,Moderate,Moyen,16.842,3,Moderate,Moyen,17.865,3,Moderate,Moyen,13.241,3,Moderate,Moyen,-12.279,-2,Large Decrease,Grande diminuation
411013,13.096,3,Moderate,Moyen,12.512,3,Moderate,Moyen,11.413,3,Moderate,Moyen,10.888,2,Low,Faible,11.945,3,Moderate,Moyen,8.366,2,Low,Faible,9.809,2,Low,Faible,10.127,2,Low,Faible,9.239,2,Low,Faible,-3.857,-1,Decrease,Diminuation
412001,6.284,2,Low,Faible,4.94,1,Very Low,Très faible,5.828,1,Very Low,Très faible,4.074,1,Very Low,Très faible,3.879,1,Very Low,Très faible,4.425,1,Very Low,Très faible,5.081,1,Very Low,Très faible,5.678,1,Very Low,Très faible,11.479,3,Moderate,Moyen,5.195,1,Increase,Augmentation
413002,34.173,5,Very High,Très élevé,33.564,5,Very High,Très élevé,26.985,4,High,Élevé,27.42,4,High,Élevé,27.292,4,High,Élevé,23.617,4,High,Élevé,28.051,4,High,Élevé,32.198,4,High,Élevé,32.104,4,High,Élevé,-2.069,-1,Decrease,Diminuation
413006,28.795,4,High,Élevé,26.459,4,High,Élevé,17.726,3,Moderate,Moyen,20.192,3,Moderate,Moyen,18.906,3,Moderate,Moyen,17.99,3,Moderate,Moyen,31.338,4,High,Élevé,23.434,4,High,Élevé,21.381,3,Moderate,Moyen,-7.414,-2,Large Decrease,Grande diminuation
413008,36.657,5,Very High,Très élevé,32.314,4,High,Élevé,26.159,4,High,Élevé,23.365,4,High,Élevé,22.295,4,High,Élevé,20.247,3,Moderate,Moyen,17.898,3,Moderate,Moyen,20.969,3,Moderate,Moyen,20.687,3,Moderate,Moyen,-15.97,-2,Large Decrease,Grande diminuation
413009,22.673,4,High,Élevé,20.727,3,Moderate,Moyen,17.894,3,Moderate,Moyen,15.219,3,Moderate,Moyen,12.874,3,Moderate,Moyen,13.126,3,Moderate,Moyen,11.396,3,Moderate,Moyen,13.734,3,Moderate,Moyen,12.859,3,Moderate,Moyen,-9.814,-2,Large Decrease,Grande diminuation
413010,27.81,4,High,Élevé,24.586,4,High,Élevé,24.526,4,High,Élevé,21.299,3,Moderate,Moyen,20.313,3,Moderate,Moyen,17.848,3,Moderate,Moyen,17.227,3,Moderate,Moyen,14.998,3,Moderate,Moyen,13.659,3,Moderate,Moyen,-14.151,-2,Large Decrease,Grande diminuation
413011,10.014,2,Low,Faible,8.56,2,Low,Faible,7.621,2,Low,Faible,6.624,2,Low,Faible,6.656,2,Low,Faible,6.867,2,Low,Faible,5.329,1,Very Low,Très faible,5.95,1,Very Low,Très faible,5.753,1,Very Low,Très faible,-4.261,-1,Decrease,Diminuation
413012,6.205,2,Low,Faible,5.379,1,Very Low,Très faible,5.027,1,Very Low,Très faible,5.01,1,Very Low,Très faible,4.826,1,Very Low,Très faible,5.008,1,Very Low,Très faible,6.012,2,Low,Faible,6.984,2,Low,Faible,7.057,2,Low,Faible,0.852,0,Little or no change,Peu ou pas de changement
413013,18.148,3,Moderate,Moyen,15.289,3,Moderate,Moyen,15.42,3,Moderate,Moyen,14.159,3,Moderate,Moyen,13.3,3,Moderate,Moyen,11.186,3,Moderate,Moyen,11.424,3,Moderate,Moyen,9.276,2,Low,Faible,13.502,3,Moderate,Moyen,-4.646,-1,Decrease,Diminuation
413014,18.478,3,Moderate,Moyen,17.741,3,Moderate,Moyen,15.184,3,Moderate,Moyen,13.575,3,Moderate,Moyen,12.966,3,Moderate,Moyen,12.445,3,Moderate,Moyen,10.453,2,Low,Faible,12.015,3,Moderate,Moyen,11.878,3,Moderate,Moyen,-6.6,-2,Large Decrease,Grande diminuation
413015,9.019,2,Low,Faible,7.828,2,Low,Faible,7.325,2,Low,Faible,6.546,2,Low,Faible,5.782,1,Very Low,Très faible,5.319,1,Very Low,Très faible,4.81,1,Very Low,Très faible,5.573,1,Very Low,Très faible,5.392,1,Very Low,Très faible,-3.627,-1,Decrease,Diminuation
413016,17.583,3,Moderate,Moyen,16.688,3,Moderate,Moyen,15.532,3,Moderate,Moyen,14.307,3,Moderate,Moyen,13.091,3,Moderate,Moyen,12.463,3,Moderate,Moyen,11.854,3,Moderate,Moyen,11.382,3,Moderate,Moyen,11.187,3,Moderate,Moyen,-6.396,-2,Large Decrease,Grande diminuation
413017,33.565,5,Very High,Très élevé,27.683,4,High,Élevé,25.951,4,High,Élevé,23.791,4,High,Élevé,23.663,4,High,Élevé,23.79,4,High,Élevé,24.369,4,High,Élevé,18.335,3,Moderate,Moyen,17.702,3,Moderate,Moyen,-15.863,-2,Large Decrease,Grande diminuation
413018,18.128,3,Moderate,Moyen,17.098,3,Moderate,Moyen,21.793,3,Moderate,Moyen,15.104,3,Moderate,Moyen,15.38,3,Moderate,Moyen,13.354,3,Moderate,Moyen,13.799,3,Moderate,Moyen,14.041,3,Moderate,Moyen,14.191,3,Moderate,Moyen,-3.937,-1,Decrease,Diminuation
413019,2.282,1,Very Low,Très faible,2.469,1,Very Low,Très faible,2.311,1,Very Low,Très faible,2.038,1,Very Low,Très faible,1.688,1,Very Low,Très faible,1.718,1,Very Low,Très faible,1.251,1,Very Low,Très faible,1.286,1,Very Low,Très faible,1.136,1,Very Low,Très faible,-1.146,-1,Decrease,Diminuation
413020,7.439,2,Low,Faible,5.715,1,Very Low,Très faible,5.754,1,Very Low,Très faible,4.332,1,Very Low,Très faible,4.384,1,Very Low,Très faible,3.944,1,Very Low,Très faible,5.504,1,Very Low,Très faible,6.132,2,Low,Faible,6.214,2,Low,Faible,-1.225,-1,Decrease,Diminuation
413021,11.13,3,Moderate,Moyen,8.588,2,Low,Faible,9.038,2,Low,Faible,7.808,2,Low,Faible,6.957,2,Low,Faible,6.097,2,Low,Faible,6.769,2,Low,Faible,5.863,1,Very Low,Très faible,6.197,2,Low,Faible,-4.933,-1,Decrease,Diminuation
413022,27.277,4,High,Élevé,24.751,4,High,Élevé,27.601,4,High,Élevé,20.729,3,Moderate,Moyen,19.795,3,Moderate,Moyen,16.977,3,Moderate,Moyen,16.578,3,Moderate,Moyen,18.139,3,Moderate,Moyen,18.087,3,Moderate,Moyen,-9.19,-2,Large Decrease,Grande diminuation
413023,26.355,4,High,Élevé,25.179,4,High,Élevé,23.345,4,High,Élevé,21.319,3,Moderate,Moyen,22.204,4,High,Élevé,22.158,4,High,Élevé,15.596,3,Moderate,Moyen,16.656,3,Moderate,Moyen,11.69,3,Moderate,Moyen,-14.665,-2,Large Decrease,Grande diminuation
413024,29.262,4,High,Élevé,21.892,3,Moderate,Moyen,33.853,5,Very High,Très élevé,21.586,3,Moderate,Moyen,19.987,3,Moderate,Moyen,14.584,3,Moderate,Moyen,17.139,3,Moderate,Moyen,24.398,4,High,Élevé,19.849,3,Moderate,Moyen,-9.413,-2,Large Decrease,Grande diminuation
413025,20.154,3,Moderate,Moyen,16.058,3,Moderate,Moyen,16.763,3,Moderate,Moyen,16.492,3,Moderate,Moyen,12.18,3,Moderate,Moyen,10.658,2,Low,Faible,13.473,3,Moderate,Moyen,11.853,3,Moderate,Moyen,11.134,3,Moderate,Moyen,-9.02,-2,Large Decrease,Grande diminuation
