SOIL_LANDSCAPE_ID,ERI_TILL_1981_VAL,ERI_TILL_1981_CLASS,ERI_TILL_1981_CLASS_EN,ERI_TILL_1981_CLASS_FR,ERI_TILL_1986_VAL,ERI_TILL_1986_CLASS,ERI_TILL_1986_CLASS_EN,ERI_TILL_1986_CLASS_FR,ERI_TILL_1991_VAL,ERI_TILL_1991_CLASS,ERI_TILL_1991_CLASS_EN,ERI_TILL_1991_CLASS_FR,ERI_TILL_1996_VAL,ERI_TILL_1996_CLASS,ERI_TILL_1996_CLASS_EN,ERI_TILL_1996_CLASS_FR,ERI_TILL_2001_VAL,ERI_TILL_2001_CLASS,ERI_TILL_2001_CLASS_EN,ERI_TILL_2001_CLASS_FR,ERI_TILL_2006_VAL,ERI_TILL_2006_CLASS,ERI_TILL_2006_CLASS_EN,ERI_TILL_2006_CLASS_FR,ERI_TILL_2011_VAL,ERI_TILL_2011_CLASS,ERI_TILL_2011_CLASS_EN,ERI_TILL_2011_CLASS_FR,ERI_TILL_2016_VAL,ERI_TILL_2016_CLASS,ERI_TILL_2016_CLASS_EN,ERI_TILL_2016_CLASS_FR,ERI_TILL_2021_VAL,ERI_TILL_2021_CLASS,ERI_TILL_2021_CLASS_EN,ERI_TILL_2021_CLASS_FR,ERI_TILL_81_21_CHG_VAL,ERI_TILL_81_21_CHG_CLASS,ERI_TILL_81_21_CHG_CLASS_EN,ERI_TILL_81_21_CHG_CLASS_FR
680004,1.888,1,Very Low,Très faible,1.874,1,Very Low,Très faible,1.758,1,Very Low,Très faible,1.575,1,Very Low,Très faible,1.359,1,Very Low,Très faible,0.996,1,Very Low,Très faible,0.728,1,Very Low,Très faible,0.703,1,Very Low,Très faible,0.76,1,Very Low,Très faible,-1.128,-1,Decrease,Diminuation
680005,1.996,1,Very Low,Très faible,2.115,1,Very Low,Très faible,1.879,1,Very Low,Très faible,1.53,1,Very Low,Très faible,1.296,1,Very Low,Très faible,0.865,1,Very Low,Très faible,0.612,1,Very Low,Très faible,0.545,1,Very Low,Très faible,0.599,1,Very Low,Très faible,-1.397,-1,Decrease,Diminuation
680006,5.52,1,Very Low,Très faible,4.545,1,Very Low,Très faible,4.263,1,Very Low,Très faible,4.083,1,Very Low,Très faible,3.426,1,Very Low,Très faible,2.15,1,Very Low,Très faible,1.315,1,Very Low,Très faible,1.456,1,Very Low,Très faible,1.657,1,Very Low,Très faible,-3.863,-1,Decrease,Diminuation
680007,4.236,1,Very Low,Très faible,3.79,1,Very Low,Très faible,3.697,1,Very Low,Très faible,2.589,1,Very Low,Très faible,1.749,1,Very Low,Très faible,0.905,1,Very Low,Très faible,0.601,1,Very Low,Très faible,0.59,1,Very Low,Très faible,0.673,1,Very Low,Très faible,-3.563,-1,Decrease,Diminuation
680008,4.157,1,Very Low,Très faible,4.211,1,Very Low,Très faible,3.797,1,Very Low,Très faible,3.558,1,Very Low,Très faible,3.676,1,Very Low,Très faible,2.493,1,Very Low,Très faible,1.822,1,Very Low,Très faible,1.566,1,Very Low,Très faible,1.745,1,Very Low,Très faible,-2.412,-1,Decrease,Diminuation
680009,15.513,3,Moderate,Moyen,15.148,3,Moderate,Moyen,15.347,3,Moderate,Moyen,12.058,3,Moderate,Moyen,12.303,3,Moderate,Moyen,6.515,2,Low,Faible,4.626,1,Very Low,Très faible,4.238,1,Very Low,Très faible,4.882,1,Very Low,Très faible,-10.631,-2,Large Decrease,Grande diminuation
680010,45.711,5,Very High,Très élevé,44.024,5,Very High,Très élevé,40.102,5,Very High,Très élevé,34.764,5,Very High,Très élevé,30.445,4,High,Élevé,21.381,3,Moderate,Moyen,14.693,3,Moderate,Moyen,13.161,3,Moderate,Moyen,14.571,3,Moderate,Moyen,-31.14,-2,Large Decrease,Grande diminuation
680011,16.3,3,Moderate,Moyen,15.436,3,Moderate,Moyen,14.925,3,Moderate,Moyen,12.154,3,Moderate,Moyen,10.191,2,Low,Faible,5.287,1,Very Low,Très faible,3.778,1,Very Low,Très faible,3.538,1,Very Low,Très faible,4.065,1,Very Low,Très faible,-12.235,-2,Large Decrease,Grande diminuation
680012,2.253,1,Very Low,Très faible,2.003,1,Very Low,Très faible,1.807,1,Very Low,Très faible,1.595,1,Very Low,Très faible,1.289,1,Very Low,Très faible,0.947,1,Very Low,Très faible,0.649,1,Very Low,Très faible,0.633,1,Very Low,Très faible,0.713,1,Very Low,Très faible,-1.54,-1,Decrease,Diminuation
680013,17.05,3,Moderate,Moyen,15.984,3,Moderate,Moyen,14.991,3,Moderate,Moyen,12.23,3,Moderate,Moyen,10.741,2,Low,Faible,7.153,2,Low,Faible,5.649,1,Very Low,Très faible,5.155,1,Very Low,Très faible,5.757,1,Very Low,Très faible,-11.293,-2,Large Decrease,Grande diminuation
680014,2.917,1,Very Low,Très faible,2.618,1,Very Low,Très faible,2.3,1,Very Low,Très faible,1.772,1,Very Low,Très faible,1.414,1,Very Low,Très faible,1.058,1,Very Low,Très faible,0.655,1,Very Low,Très faible,0.558,1,Very Low,Très faible,0.628,1,Very Low,Très faible,-2.289,-1,Decrease,Diminuation
680015,12.727,3,Moderate,Moyen,11.963,3,Moderate,Moyen,11.724,3,Moderate,Moyen,9.751,2,Low,Faible,10.382,2,Low,Faible,6.369,2,Low,Faible,3.869,1,Very Low,Très faible,3.457,1,Very Low,Très faible,3.917,1,Very Low,Très faible,-8.81,-2,Large Decrease,Grande diminuation
681001,1.991,1,Very Low,Très faible,1.981,1,Very Low,Très faible,1.842,1,Very Low,Très faible,1.761,1,Very Low,Très faible,1.41,1,Very Low,Très faible,1.297,1,Very Low,Très faible,1.021,1,Very Low,Très faible,1.066,1,Very Low,Très faible,1.152,1,Very Low,Très faible,-0.839,0,Little or no change,Peu ou pas de changement
681002,1.992,1,Very Low,Très faible,1.963,1,Very Low,Très faible,1.897,1,Very Low,Très faible,1.774,1,Very Low,Très faible,1.5,1,Very Low,Très faible,1.381,1,Very Low,Très faible,1.161,1,Very Low,Très faible,1.132,1,Very Low,Très faible,1.23,1,Very Low,Très faible,-0.762,0,Little or no change,Peu ou pas de changement
681003,0.813,1,Very Low,Très faible,0.803,1,Very Low,Très faible,0.768,1,Very Low,Très faible,0.734,1,Very Low,Très faible,0.611,1,Very Low,Très faible,0.562,1,Very Low,Très faible,0.466,1,Very Low,Très faible,0.464,1,Very Low,Très faible,0.506,1,Very Low,Très faible,-0.307,0,Little or no change,Peu ou pas de changement
681004,1.91,1,Very Low,Très faible,1.817,1,Very Low,Très faible,1.781,1,Very Low,Très faible,1.659,1,Very Low,Très faible,1.38,1,Very Low,Très faible,1.253,1,Very Low,Très faible,1.083,1,Very Low,Très faible,1.101,1,Very Low,Très faible,1.199,1,Very Low,Très faible,-0.711,0,Little or no change,Peu ou pas de changement
681005,2.035,1,Very Low,Très faible,1.911,1,Very Low,Très faible,1.811,1,Very Low,Très faible,1.697,1,Very Low,Très faible,1.339,1,Very Low,Très faible,1.244,1,Very Low,Très faible,1.08,1,Very Low,Très faible,1.094,1,Very Low,Très faible,1.2,1,Very Low,Très faible,-0.835,0,Little or no change,Peu ou pas de changement
681006,1.99,1,Very Low,Très faible,1.91,1,Very Low,Très faible,1.845,1,Very Low,Très faible,1.764,1,Very Low,Très faible,1.455,1,Very Low,Très faible,1.305,1,Very Low,Très faible,1.128,1,Very Low,Très faible,1.1,1,Very Low,Très faible,1.2,1,Very Low,Très faible,-0.79,0,Little or no change,Peu ou pas de changement
682002,2.318,1,Very Low,Très faible,2.145,1,Very Low,Très faible,2.114,1,Very Low,Très faible,1.645,1,Very Low,Très faible,1.057,1,Very Low,Très faible,0.588,1,Very Low,Très faible,0.484,1,Very Low,Très faible,0.593,1,Very Low,Très faible,0.604,1,Very Low,Très faible,-1.714,-1,Decrease,Diminuation
682006,2.48,1,Very Low,Très faible,2.217,1,Very Low,Très faible,2.14,1,Very Low,Très faible,1.567,1,Very Low,Très faible,1.073,1,Very Low,Très faible,0.597,1,Very Low,Très faible,0.495,1,Very Low,Très faible,0.59,1,Very Low,Très faible,0.599,1,Very Low,Très faible,-1.881,-1,Decrease,Diminuation
682008,8.854,2,Low,Faible,8.251,2,Low,Faible,7.958,2,Low,Faible,6.238,2,Low,Faible,4.025,1,Very Low,Très faible,2.185,1,Very Low,Très faible,2.083,1,Very Low,Très faible,2.488,1,Very Low,Très faible,2.492,1,Very Low,Très faible,-6.362,-2,Large Decrease,Grande diminuation
682009,19.579,3,Moderate,Moyen,18.528,3,Moderate,Moyen,18.449,3,Moderate,Moyen,16.223,3,Moderate,Moyen,10.027,2,Low,Faible,4.947,1,Very Low,Très faible,3.708,1,Very Low,Très faible,4.755,1,Very Low,Très faible,4.83,1,Very Low,Très faible,-14.749,-2,Large Decrease,Grande diminuation
682010,4.399,1,Very Low,Très faible,4.307,1,Very Low,Très faible,3.896,1,Very Low,Très faible,3.277,1,Very Low,Très faible,2.066,1,Very Low,Très faible,1.044,1,Very Low,Très faible,0.964,1,Very Low,Très faible,1.218,1,Very Low,Très faible,1.231,1,Very Low,Très faible,-3.168,-1,Decrease,Diminuation
682014,2.566,1,Very Low,Très faible,2.475,1,Very Low,Très faible,2.437,1,Very Low,Très faible,2.086,1,Very Low,Très faible,1.316,1,Very Low,Très faible,0.632,1,Very Low,Très faible,0.465,1,Very Low,Très faible,0.515,1,Very Low,Très faible,0.562,1,Very Low,Très faible,-2.004,-1,Decrease,Diminuation
683001,2.047,1,Very Low,Très faible,2.022,1,Very Low,Très faible,1.928,1,Very Low,Très faible,1.673,1,Very Low,Très faible,1.208,1,Very Low,Très faible,0.963,1,Very Low,Très faible,0.735,1,Very Low,Très faible,0.802,1,Very Low,Très faible,0.944,1,Very Low,Très faible,-1.103,-1,Decrease,Diminuation
683002,2.17,1,Very Low,Très faible,2.203,1,Very Low,Très faible,2.061,1,Very Low,Très faible,1.723,1,Very Low,Très faible,1.24,1,Very Low,Très faible,0.983,1,Very Low,Très faible,0.798,1,Very Low,Très faible,0.825,1,Very Low,Très faible,0.929,1,Very Low,Très faible,-1.241,-1,Decrease,Diminuation
683003,7.578,2,Low,Faible,7.406,2,Low,Faible,6.864,2,Low,Faible,5.805,1,Very Low,Très faible,4.152,1,Very Low,Très faible,3.403,1,Very Low,Très faible,2.747,1,Very Low,Très faible,2.963,1,Very Low,Très faible,3.344,1,Very Low,Très faible,-4.234,-1,Decrease,Diminuation
684001,1.705,1,Very Low,Très faible,1.656,1,Very Low,Très faible,1.508,1,Very Low,Très faible,1.492,1,Very Low,Très faible,1.253,1,Very Low,Très faible,1.013,1,Very Low,Très faible,0.844,1,Very Low,Très faible,0.835,1,Very Low,Très faible,0.908,1,Very Low,Très faible,-0.797,0,Little or no change,Peu ou pas de changement
684002,6.731,2,Low,Faible,6.369,2,Low,Faible,6.051,2,Low,Faible,5.876,1,Very Low,Très faible,5.316,1,Very Low,Très faible,4.75,1,Very Low,Très faible,4.219,1,Very Low,Très faible,3.943,1,Very Low,Très faible,4.332,1,Very Low,Très faible,-2.399,-1,Decrease,Diminuation
684003,2.145,1,Very Low,Très faible,2.119,1,Very Low,Très faible,1.996,1,Very Low,Très faible,1.927,1,Very Low,Très faible,1.569,1,Very Low,Très faible,1.487,1,Very Low,Très faible,1.235,1,Very Low,Très faible,1.158,1,Very Low,Très faible,1.276,1,Very Low,Très faible,-0.869,0,Little or no change,Peu ou pas de changement
684004,1.75,1,Very Low,Très faible,1.688,1,Very Low,Très faible,1.536,1,Very Low,Très faible,1.527,1,Very Low,Très faible,1.228,1,Very Low,Très faible,1.147,1,Very Low,Très faible,0.986,1,Very Low,Très faible,0.859,1,Very Low,Très faible,0.941,1,Very Low,Très faible,-0.809,0,Little or no change,Peu ou pas de changement
684005,13.461,3,Moderate,Moyen,12.965,3,Moderate,Moyen,11.864,3,Moderate,Moyen,11.73,3,Moderate,Moyen,10.633,2,Low,Faible,9.402,2,Low,Faible,8.342,2,Low,Faible,8.106,2,Low,Faible,8.916,2,Low,Faible,-4.545,-1,Decrease,Diminuation
684006,12.474,3,Moderate,Moyen,12.013,3,Moderate,Moyen,11.564,3,Moderate,Moyen,11.49,3,Moderate,Moyen,10.669,2,Low,Faible,9.34,2,Low,Faible,8.75,2,Low,Faible,7.336,2,Low,Faible,8.101,2,Low,Faible,-4.373,-1,Decrease,Diminuation
684007,6.705,2,Low,Faible,6.226,2,Low,Faible,6.146,2,Low,Faible,5.978,1,Very Low,Très faible,5.279,1,Very Low,Très faible,4.723,1,Very Low,Très faible,4.242,1,Very Low,Très faible,3.898,1,Very Low,Très faible,4.304,1,Very Low,Très faible,-2.401,-1,Decrease,Diminuation
684008,12.657,3,Moderate,Moyen,12.315,3,Moderate,Moyen,11.751,3,Moderate,Moyen,11.686,3,Moderate,Moyen,10.449,2,Low,Faible,8.612,2,Low,Faible,7.559,2,Low,Faible,6.291,2,Low,Faible,7.099,2,Low,Faible,-5.558,-1,Decrease,Diminuation
684009,22.836,4,High,Élevé,20.898,3,Moderate,Moyen,20.865,3,Moderate,Moyen,20.172,3,Moderate,Moyen,17.873,3,Moderate,Moyen,16.099,3,Moderate,Moyen,13.91,3,Moderate,Moyen,11.818,3,Moderate,Moyen,13.746,3,Moderate,Moyen,-9.09,-2,Large Decrease,Grande diminuation
684010,26.031,4,High,Élevé,24.203,4,High,Élevé,24.523,4,High,Élevé,23.695,4,High,Élevé,20.517,3,Moderate,Moyen,18.431,3,Moderate,Moyen,15.359,3,Moderate,Moyen,13.715,3,Moderate,Moyen,15.454,3,Moderate,Moyen,-10.577,-2,Large Decrease,Grande diminuation
684011,1.969,1,Very Low,Très faible,1.71,1,Very Low,Très faible,1.667,1,Very Low,Très faible,1.581,1,Very Low,Très faible,1.331,1,Very Low,Très faible,1.244,1,Very Low,Très faible,1.121,1,Very Low,Très faible,0.975,1,Very Low,Très faible,1.09,1,Very Low,Très faible,-0.879,0,Little or no change,Peu ou pas de changement
684012,54.715,5,Very High,Très élevé,49.938,5,Very High,Très élevé,49.33,5,Very High,Très élevé,48.239,5,Very High,Très élevé,47.821,5,Very High,Très élevé,39.967,5,Very High,Très élevé,33.118,5,Very High,Très élevé,29.33,4,High,Élevé,32.677,4,High,Élevé,-22.038,-2,Large Decrease,Grande diminuation
685001,2.302,1,Very Low,Très faible,2.112,1,Very Low,Très faible,2.083,1,Very Low,Très faible,1.775,1,Very Low,Très faible,1.129,1,Very Low,Très faible,0.739,1,Very Low,Très faible,0.622,1,Very Low,Très faible,0.663,1,Very Low,Très faible,0.683,1,Very Low,Très faible,-1.619,-1,Decrease,Diminuation
685002,2.202,1,Very Low,Très faible,2.061,1,Very Low,Très faible,2.009,1,Very Low,Très faible,1.789,1,Very Low,Très faible,1.182,1,Very Low,Très faible,0.691,1,Very Low,Très faible,0.471,1,Very Low,Très faible,0.646,1,Very Low,Très faible,0.671,1,Very Low,Très faible,-1.531,-1,Decrease,Diminuation
685003,10.813,2,Low,Faible,9.973,2,Low,Faible,9.523,2,Low,Faible,8.482,2,Low,Faible,5.096,1,Very Low,Très faible,3.455,1,Very Low,Très faible,3.361,1,Very Low,Très faible,3.466,1,Very Low,Très faible,3.488,1,Very Low,Très faible,-7.325,-2,Large Decrease,Grande diminuation
685004,3.127,1,Very Low,Très faible,3.541,1,Very Low,Très faible,3.179,1,Very Low,Très faible,2.688,1,Very Low,Très faible,1.771,1,Very Low,Très faible,0.78,1,Very Low,Très faible,0.585,1,Very Low,Très faible,0.733,1,Very Low,Très faible,0.744,1,Very Low,Très faible,-2.383,-1,Decrease,Diminuation
685005,2.534,1,Very Low,Très faible,2.351,1,Very Low,Très faible,2.364,1,Very Low,Très faible,2.151,1,Very Low,Très faible,1.328,1,Very Low,Très faible,0.757,1,Very Low,Très faible,0.523,1,Very Low,Très faible,0.55,1,Very Low,Très faible,0.574,1,Very Low,Très faible,-1.96,-1,Decrease,Diminuation
686001,14.671,3,Moderate,Moyen,15.3,3,Moderate,Moyen,12.381,3,Moderate,Moyen,9.646,2,Low,Faible,7.814,2,Low,Faible,6.304,2,Low,Faible,4.66,1,Very Low,Très faible,5.603,1,Very Low,Très faible,6.344,2,Low,Faible,-8.327,-2,Large Decrease,Grande diminuation
686002,13.958,3,Moderate,Moyen,14.35,3,Moderate,Moyen,11.73,3,Moderate,Moyen,11.137,3,Moderate,Moyen,9.134,2,Low,Faible,5.667,1,Very Low,Très faible,4.766,1,Very Low,Très faible,5.832,1,Very Low,Très faible,6.337,2,Low,Faible,-7.621,-2,Large Decrease,Grande diminuation
686003,15.552,3,Moderate,Moyen,15.389,3,Moderate,Moyen,15.418,3,Moderate,Moyen,12.442,3,Moderate,Moyen,10.014,2,Low,Faible,6.146,2,Low,Faible,4.387,1,Very Low,Très faible,5.161,1,Very Low,Très faible,6.015,2,Low,Faible,-9.537,-2,Large Decrease,Grande diminuation
686004,17.811,3,Moderate,Moyen,17.76,3,Moderate,Moyen,17.468,3,Moderate,Moyen,14.604,3,Moderate,Moyen,12.846,3,Moderate,Moyen,9.247,2,Low,Faible,7.924,2,Low,Faible,8.329,2,Low,Faible,9.198,2,Low,Faible,-8.613,-2,Large Decrease,Grande diminuation
686006,7.383,2,Low,Faible,7.085,2,Low,Faible,7.124,2,Low,Faible,5.909,1,Very Low,Très faible,4.537,1,Very Low,Très faible,3.291,1,Very Low,Très faible,2.528,1,Very Low,Très faible,3.03,1,Very Low,Très faible,3.273,1,Very Low,Très faible,-4.11,-1,Decrease,Diminuation
687001,2.014,1,Very Low,Très faible,1.926,1,Very Low,Très faible,1.723,1,Very Low,Très faible,1.319,1,Very Low,Très faible,1.032,1,Very Low,Très faible,0.755,1,Very Low,Très faible,0.457,1,Very Low,Très faible,0.574,1,Very Low,Très faible,0.61,1,Very Low,Très faible,-1.404,-1,Decrease,Diminuation
687002,7.476,2,Low,Faible,7.654,2,Low,Faible,7.417,2,Low,Faible,5.603,1,Very Low,Très faible,4.345,1,Very Low,Très faible,2.938,1,Very Low,Très faible,2.058,1,Very Low,Très faible,2.171,1,Very Low,Très faible,2.279,1,Very Low,Très faible,-5.197,-1,Decrease,Diminuation
687003,24.914,4,High,Élevé,25.232,4,High,Élevé,23.955,4,High,Élevé,17.742,3,Moderate,Moyen,13.24,3,Moderate,Moyen,9.433,2,Low,Faible,6.684,2,Low,Faible,6.923,2,Low,Faible,7.253,2,Low,Faible,-17.661,-2,Large Decrease,Grande diminuation
687004,14.589,3,Moderate,Moyen,15.172,3,Moderate,Moyen,14.385,3,Moderate,Moyen,11.126,3,Moderate,Moyen,9.148,2,Low,Faible,6.275,2,Low,Faible,4.715,1,Very Low,Très faible,4.437,1,Very Low,Très faible,4.635,1,Very Low,Très faible,-9.954,-2,Large Decrease,Grande diminuation
687005,17.722,3,Moderate,Moyen,16.58,3,Moderate,Moyen,15.629,3,Moderate,Moyen,11.592,3,Moderate,Moyen,9.046,2,Low,Faible,6.037,2,Low,Faible,4.444,1,Very Low,Très faible,4.625,1,Very Low,Très faible,4.832,1,Very Low,Très faible,-12.89,-2,Large Decrease,Grande diminuation
687006,4.753,1,Very Low,Très faible,4.388,1,Very Low,Très faible,4.331,1,Very Low,Très faible,3.047,1,Very Low,Très faible,2.507,1,Very Low,Très faible,1.72,1,Very Low,Très faible,1.16,1,Very Low,Très faible,1.204,1,Very Low,Très faible,1.296,1,Very Low,Très faible,-3.457,-1,Decrease,Diminuation
687007,18.148,3,Moderate,Moyen,17.01,3,Moderate,Moyen,15.773,3,Moderate,Moyen,11.603,3,Moderate,Moyen,9.133,2,Low,Faible,6.156,2,Low,Faible,4.437,1,Very Low,Très faible,4.767,1,Very Low,Très faible,4.981,1,Very Low,Très faible,-13.167,-2,Large Decrease,Grande diminuation
687008,18.016,3,Moderate,Moyen,16.828,3,Moderate,Moyen,15.803,3,Moderate,Moyen,11.682,3,Moderate,Moyen,8.847,2,Low,Faible,5.299,1,Very Low,Très faible,3.954,1,Very Low,Très faible,4.11,1,Very Low,Très faible,4.02,1,Very Low,Très faible,-13.996,-2,Large Decrease,Grande diminuation
687009,17.402,3,Moderate,Moyen,16.778,3,Moderate,Moyen,15.756,3,Moderate,Moyen,11.772,3,Moderate,Moyen,9.349,2,Low,Faible,6.471,2,Low,Faible,4.902,1,Very Low,Très faible,4.992,1,Very Low,Très faible,5.166,1,Very Low,Très faible,-12.236,-2,Large Decrease,Grande diminuation
687010,8.066,2,Low,Faible,7.583,2,Low,Faible,7.344,2,Low,Faible,5.412,1,Very Low,Très faible,4.173,1,Very Low,Très faible,2.973,1,Very Low,Très faible,2.124,1,Very Low,Très faible,2.17,1,Very Low,Très faible,2.26,1,Very Low,Très faible,-5.806,-1,Decrease,Diminuation
687011,18.024,3,Moderate,Moyen,16.842,3,Moderate,Moyen,16.144,3,Moderate,Moyen,12.082,3,Moderate,Moyen,9.35,2,Low,Faible,6.592,2,Low,Faible,4.985,1,Very Low,Très faible,4.964,1,Very Low,Très faible,5.134,1,Very Low,Très faible,-12.89,-2,Large Decrease,Grande diminuation
687012,8.202,2,Low,Faible,7.723,2,Low,Faible,7.265,2,Low,Faible,5.426,1,Very Low,Très faible,4.325,1,Very Low,Très faible,3.054,1,Very Low,Très faible,2.176,1,Very Low,Très faible,2.078,1,Very Low,Très faible,2.205,1,Very Low,Très faible,-5.997,-1,Decrease,Diminuation
688001,26.538,4,High,Élevé,25.757,4,High,Élevé,25.003,4,High,Élevé,19.336,3,Moderate,Moyen,11.512,3,Moderate,Moyen,9.952,2,Low,Faible,6.07,2,Low,Faible,6.534,2,Low,Faible,7.438,2,Low,Faible,-19.1,-2,Large Decrease,Grande diminuation
688002,28.058,4,High,Élevé,27.388,4,High,Élevé,26.038,4,High,Élevé,21.084,3,Moderate,Moyen,13.314,3,Moderate,Moyen,11.091,3,Moderate,Moyen,6.542,2,Low,Faible,6.984,2,Low,Faible,8.116,2,Low,Faible,-19.942,-2,Large Decrease,Grande diminuation
688003,16.742,3,Moderate,Moyen,16.515,3,Moderate,Moyen,15.725,3,Moderate,Moyen,12.796,3,Moderate,Moyen,8.373,2,Low,Faible,6.833,2,Low,Faible,4.14,1,Very Low,Très faible,4.366,1,Very Low,Très faible,5.077,1,Very Low,Très faible,-11.665,-2,Large Decrease,Grande diminuation
688004,2.753,1,Very Low,Très faible,2.775,1,Very Low,Très faible,2.696,1,Very Low,Très faible,2.255,1,Very Low,Très faible,1.441,1,Very Low,Très faible,1.187,1,Very Low,Très faible,0.719,1,Very Low,Très faible,0.743,1,Very Low,Très faible,0.858,1,Very Low,Très faible,-1.895,-1,Decrease,Diminuation
689001,18.226,3,Moderate,Moyen,16.898,3,Moderate,Moyen,15.59,3,Moderate,Moyen,12.787,3,Moderate,Moyen,10.593,2,Low,Faible,6.977,2,Low,Faible,5.683,1,Very Low,Très faible,5.679,1,Very Low,Très faible,6.082,2,Low,Faible,-12.144,-2,Large Decrease,Grande diminuation
689002,2.679,1,Very Low,Très faible,2.541,1,Very Low,Très faible,1.918,1,Very Low,Très faible,1.502,1,Very Low,Très faible,1.173,1,Very Low,Très faible,0.954,1,Very Low,Très faible,0.502,1,Very Low,Très faible,0.545,1,Very Low,Très faible,0.615,1,Very Low,Très faible,-2.064,-1,Decrease,Diminuation
689003,2.209,1,Very Low,Très faible,2.13,1,Very Low,Très faible,1.924,1,Very Low,Très faible,1.594,1,Very Low,Très faible,1.27,1,Very Low,Très faible,0.596,1,Very Low,Très faible,0.65,1,Very Low,Très faible,0.629,1,Very Low,Très faible,0.668,1,Very Low,Très faible,-1.541,-1,Decrease,Diminuation
689004,3.016,1,Very Low,Très faible,2.832,1,Very Low,Très faible,2.622,1,Very Low,Très faible,2.156,1,Very Low,Très faible,1.849,1,Very Low,Très faible,1.245,1,Very Low,Très faible,1.044,1,Very Low,Très faible,1.028,1,Very Low,Très faible,0.436,1,Very Low,Très faible,-2.58,-1,Decrease,Diminuation
689007,13.13,3,Moderate,Moyen,12.221,3,Moderate,Moyen,11.35,3,Moderate,Moyen,9.277,2,Low,Faible,8.018,2,Low,Faible,6.1,2,Low,Faible,4.978,1,Very Low,Très faible,4.867,1,Very Low,Très faible,5.052,1,Very Low,Très faible,-8.078,-2,Large Decrease,Grande diminuation
689009,12.561,3,Moderate,Moyen,11.758,3,Moderate,Moyen,10.948,2,Low,Faible,9.247,2,Low,Faible,7.918,2,Low,Faible,5.179,1,Very Low,Très faible,4.202,1,Very Low,Très faible,4.146,1,Very Low,Très faible,4.397,1,Very Low,Très faible,-8.164,-2,Large Decrease,Grande diminuation
689011,11.819,3,Moderate,Moyen,11.461,3,Moderate,Moyen,10.939,2,Low,Faible,8.904,2,Low,Faible,7.75,2,Low,Faible,5.285,1,Very Low,Très faible,4.375,1,Very Low,Très faible,4.227,1,Very Low,Très faible,4.409,1,Very Low,Très faible,-7.41,-2,Large Decrease,Grande diminuation
689013,18.33,3,Moderate,Moyen,17.237,3,Moderate,Moyen,16.073,3,Moderate,Moyen,13.109,3,Moderate,Moyen,11.66,3,Moderate,Moyen,8.781,2,Low,Faible,7.166,2,Low,Faible,6.939,2,Low,Faible,7.129,2,Low,Faible,-11.201,-2,Large Decrease,Grande diminuation
690004,2.188,1,Very Low,Très faible,2.563,1,Very Low,Très faible,2.559,1,Very Low,Très faible,2.119,1,Very Low,Très faible,1.486,1,Very Low,Très faible,1.137,1,Very Low,Très faible,0.947,1,Very Low,Très faible,0.885,1,Very Low,Très faible,0.931,1,Very Low,Très faible,-1.257,-1,Decrease,Diminuation
690006,8.272,2,Low,Faible,7.983,2,Low,Faible,7.364,2,Low,Faible,6.173,2,Low,Faible,4.534,1,Very Low,Très faible,3.624,1,Very Low,Très faible,3.034,1,Very Low,Très faible,2.996,1,Very Low,Très faible,3.142,1,Very Low,Très faible,-5.13,-1,Decrease,Diminuation
690007,20.091,3,Moderate,Moyen,19.386,3,Moderate,Moyen,17.889,3,Moderate,Moyen,15.033,3,Moderate,Moyen,11.103,3,Moderate,Moyen,9.069,2,Low,Faible,8.329,2,Low,Faible,7.544,2,Low,Faible,7.521,2,Low,Faible,-12.57,-2,Large Decrease,Grande diminuation
690008,6.668,2,Low,Faible,6.011,2,Low,Faible,4.981,1,Very Low,Très faible,4.341,1,Very Low,Très faible,3.161,1,Very Low,Très faible,2.391,1,Very Low,Très faible,1.972,1,Very Low,Très faible,1.959,1,Very Low,Très faible,2.068,1,Very Low,Très faible,-4.6,-1,Decrease,Diminuation
690009,2.705,1,Very Low,Très faible,2.576,1,Very Low,Très faible,2.102,1,Very Low,Très faible,2.112,1,Very Low,Très faible,1.518,1,Very Low,Très faible,1.194,1,Very Low,Très faible,0.943,1,Very Low,Très faible,0.924,1,Very Low,Très faible,0.964,1,Very Low,Très faible,-1.741,-1,Decrease,Diminuation
690010,1.679,1,Very Low,Très faible,1.613,1,Very Low,Très faible,1.445,1,Very Low,Très faible,1.242,1,Very Low,Très faible,0.945,1,Very Low,Très faible,0.546,1,Very Low,Très faible,0.402,1,Very Low,Très faible,0.459,1,Very Low,Très faible,0.507,1,Very Low,Très faible,-1.172,-1,Decrease,Diminuation
690011,2.41,1,Very Low,Très faible,2.305,1,Very Low,Très faible,2.058,1,Very Low,Très faible,1.706,1,Very Low,Très faible,1.295,1,Very Low,Très faible,1.055,1,Very Low,Très faible,0.876,1,Very Low,Très faible,0.879,1,Very Low,Très faible,0.92,1,Very Low,Très faible,-1.49,-1,Decrease,Diminuation
690012,15.481,3,Moderate,Moyen,14.777,3,Moderate,Moyen,13.253,3,Moderate,Moyen,10.743,2,Low,Faible,7.662,2,Low,Faible,6.355,2,Low,Faible,5.224,1,Very Low,Très faible,5.45,1,Very Low,Très faible,5.703,1,Very Low,Très faible,-9.778,-2,Large Decrease,Grande diminuation
