SOIL_LANDSCAPE_ID,ERI_TILL_1981_VAL,ERI_TILL_1981_CLASS,ERI_TILL_1981_CLASS_EN,ERI_TILL_1981_CLASS_FR,ERI_TILL_1986_VAL,ERI_TILL_1986_CLASS,ERI_TILL_1986_CLASS_EN,ERI_TILL_1986_CLASS_FR,ERI_TILL_1991_VAL,ERI_TILL_1991_CLASS,ERI_TILL_1991_CLASS_EN,ERI_TILL_1991_CLASS_FR,ERI_TILL_1996_VAL,ERI_TILL_1996_CLASS,ERI_TILL_1996_CLASS_EN,ERI_TILL_1996_CLASS_FR,ERI_TILL_2001_VAL,ERI_TILL_2001_CLASS,ERI_TILL_2001_CLASS_EN,ERI_TILL_2001_CLASS_FR,ERI_TILL_2006_VAL,ERI_TILL_2006_CLASS,ERI_TILL_2006_CLASS_EN,ERI_TILL_2006_CLASS_FR,ERI_TILL_2011_VAL,ERI_TILL_2011_CLASS,ERI_TILL_2011_CLASS_EN,ERI_TILL_2011_CLASS_FR,ERI_TILL_2016_VAL,ERI_TILL_2016_CLASS,ERI_TILL_2016_CLASS_EN,ERI_TILL_2016_CLASS_FR,ERI_TILL_2021_VAL,ERI_TILL_2021_CLASS,ERI_TILL_2021_CLASS_EN,ERI_TILL_2021_CLASS_FR,ERI_TILL_81_21_CHG_VAL,ERI_TILL_81_21_CHG_CLASS,ERI_TILL_81_21_CHG_CLASS_EN,ERI_TILL_81_21_CHG_CLASS_FR
690013,26.588,4,High,Élevé,25.265,4,High,Élevé,24.623,4,High,Élevé,19.885,3,Moderate,Moyen,15.175,3,Moderate,Moyen,12.17,3,Moderate,Moyen,10.686,2,Low,Faible,8.023,2,Low,Faible,8.397,2,Low,Faible,-18.191,-2,Large Decrease,Grande diminuation
690014,12.598,3,Moderate,Moyen,12.252,3,Moderate,Moyen,11.681,3,Moderate,Moyen,9.899,2,Low,Faible,7.19,2,Low,Faible,5.987,1,Very Low,Très faible,5.096,1,Very Low,Très faible,4.895,1,Very Low,Très faible,5.064,1,Very Low,Très faible,-7.534,-2,Large Decrease,Grande diminuation
691003,2.182,1,Very Low,Très faible,2.135,1,Very Low,Très faible,1.984,1,Very Low,Très faible,1.47,1,Very Low,Très faible,1.043,1,Very Low,Très faible,0.91,1,Very Low,Très faible,0.807,1,Very Low,Très faible,0.871,1,Very Low,Très faible,0.874,1,Very Low,Très faible,-1.308,-1,Decrease,Diminuation
691009,2.196,1,Very Low,Très faible,2.061,1,Very Low,Très faible,1.869,1,Very Low,Très faible,1.441,1,Very Low,Très faible,1.037,1,Very Low,Très faible,0.938,1,Very Low,Très faible,0.856,1,Very Low,Très faible,0.892,1,Very Low,Très faible,0.894,1,Very Low,Très faible,-1.302,-1,Decrease,Diminuation
691012,0.846,1,Very Low,Très faible,0.836,1,Very Low,Très faible,0.786,1,Very Low,Très faible,0.554,1,Very Low,Très faible,0.381,1,Very Low,Très faible,0.334,1,Very Low,Très faible,0.279,1,Very Low,Très faible,0.298,1,Very Low,Très faible,0.294,1,Very Low,Très faible,-0.552,0,Little or no change,Peu ou pas de changement
692001,1.71,1,Very Low,Très faible,1.573,1,Very Low,Très faible,1.531,1,Very Low,Très faible,1.441,1,Very Low,Très faible,1.287,1,Very Low,Très faible,1.218,1,Very Low,Très faible,1.007,1,Very Low,Très faible,1.021,1,Very Low,Très faible,1.12,1,Very Low,Très faible,-0.59,0,Little or no change,Peu ou pas de changement
692002,20.192,3,Moderate,Moyen,18.304,3,Moderate,Moyen,17.877,3,Moderate,Moyen,18.096,3,Moderate,Moyen,16.005,3,Moderate,Moyen,14.608,3,Moderate,Moyen,11.976,3,Moderate,Moyen,12.132,3,Moderate,Moyen,13.825,3,Moderate,Moyen,-6.367,-2,Large Decrease,Grande diminuation
692003,1.88,1,Very Low,Très faible,1.901,1,Very Low,Très faible,1.75,1,Very Low,Très faible,1.71,1,Very Low,Très faible,1.513,1,Very Low,Très faible,1.39,1,Very Low,Très faible,1.142,1,Very Low,Très faible,1.194,1,Very Low,Très faible,1.489,1,Very Low,Très faible,-0.391,0,Little or no change,Peu ou pas de changement
692004,40.634,5,Very High,Très élevé,39.799,5,Very High,Très élevé,35.733,5,Very High,Très élevé,31.402,4,High,Élevé,30.223,4,High,Élevé,24.465,4,High,Élevé,17.658,3,Moderate,Moyen,18.483,3,Moderate,Moyen,23.006,4,High,Élevé,-17.628,-2,Large Decrease,Grande diminuation
692005,31.464,4,High,Élevé,31.276,4,High,Élevé,29.95,4,High,Élevé,25.824,4,High,Élevé,23.851,4,High,Élevé,23.301,4,High,Élevé,16.8,3,Moderate,Moyen,18.01,3,Moderate,Moyen,23.5,4,High,Élevé,-7.964,-2,Large Decrease,Grande diminuation
692006,2.152,1,Very Low,Très faible,2.019,1,Very Low,Très faible,1.866,1,Very Low,Très faible,1.692,1,Very Low,Très faible,1.446,1,Very Low,Très faible,1.26,1,Very Low,Très faible,1.077,1,Very Low,Très faible,1.183,1,Very Low,Très faible,1.452,1,Very Low,Très faible,-0.7,0,Little or no change,Peu ou pas de changement
692007,2.261,1,Very Low,Très faible,2.08,1,Very Low,Très faible,1.964,1,Very Low,Très faible,1.794,1,Very Low,Très faible,1.53,1,Very Low,Très faible,1.379,1,Very Low,Très faible,1.206,1,Very Low,Très faible,1.266,1,Very Low,Très faible,1.593,1,Very Low,Très faible,-0.668,0,Little or no change,Peu ou pas de changement
692008,1.729,1,Very Low,Très faible,1.544,1,Very Low,Très faible,1.428,1,Very Low,Très faible,1.359,1,Very Low,Très faible,1.171,1,Very Low,Très faible,1.022,1,Very Low,Très faible,0.915,1,Very Low,Très faible,0.842,1,Very Low,Très faible,1.041,1,Very Low,Très faible,-0.688,0,Little or no change,Peu ou pas de changement
692009,1.853,1,Very Low,Très faible,1.619,1,Very Low,Très faible,1.543,1,Very Low,Très faible,1.453,1,Very Low,Très faible,1.291,1,Very Low,Très faible,1.216,1,Very Low,Très faible,1.086,1,Very Low,Très faible,1.061,1,Very Low,Très faible,1.313,1,Very Low,Très faible,-0.54,0,Little or no change,Peu ou pas de changement
692010,1.395,1,Very Low,Très faible,1.455,1,Very Low,Très faible,1.35,1,Very Low,Très faible,1.354,1,Very Low,Très faible,1.257,1,Very Low,Très faible,0.994,1,Very Low,Très faible,0.786,1,Very Low,Très faible,0.889,1,Very Low,Très faible,0.975,1,Very Low,Très faible,-0.42,0,Little or no change,Peu ou pas de changement
693001,2.468,1,Very Low,Très faible,2.301,1,Very Low,Très faible,2.174,1,Very Low,Très faible,1.851,1,Very Low,Très faible,1.399,1,Very Low,Très faible,0.803,1,Very Low,Très faible,0.799,1,Very Low,Très faible,1.022,1,Very Low,Très faible,0.926,1,Very Low,Très faible,-1.542,-1,Decrease,Diminuation
693003,2.442,1,Very Low,Très faible,2.31,1,Very Low,Très faible,2.161,1,Very Low,Très faible,1.822,1,Very Low,Très faible,1.365,1,Very Low,Très faible,0.805,1,Very Low,Très faible,0.817,1,Very Low,Très faible,0.963,1,Very Low,Très faible,0.888,1,Very Low,Très faible,-1.554,-1,Decrease,Diminuation
693004,13.134,3,Moderate,Moyen,12.504,3,Moderate,Moyen,11.458,3,Moderate,Moyen,9.672,2,Low,Faible,7.69,2,Low,Faible,3.811,1,Very Low,Très faible,3.957,1,Very Low,Très faible,4.838,1,Very Low,Très faible,4.402,1,Very Low,Très faible,-8.732,-2,Large Decrease,Grande diminuation
693005,2.466,1,Very Low,Très faible,2.314,1,Very Low,Très faible,2.238,1,Very Low,Très faible,1.952,1,Very Low,Très faible,1.403,1,Very Low,Très faible,0.808,1,Very Low,Très faible,0.84,1,Very Low,Très faible,1.011,1,Very Low,Très faible,0.936,1,Very Low,Très faible,-1.53,-1,Decrease,Diminuation
693006,2.363,1,Very Low,Très faible,2.267,1,Very Low,Très faible,2.218,1,Very Low,Très faible,1.955,1,Very Low,Très faible,1.387,1,Very Low,Très faible,0.799,1,Very Low,Très faible,0.833,1,Very Low,Très faible,0.975,1,Very Low,Très faible,0.923,1,Very Low,Très faible,-1.44,-1,Decrease,Diminuation
693007,5.368,1,Very Low,Très faible,5.737,1,Very Low,Très faible,4.751,1,Very Low,Très faible,4.347,1,Very Low,Très faible,3.783,1,Very Low,Très faible,2.045,1,Very Low,Très faible,2.166,1,Very Low,Très faible,2.42,1,Very Low,Très faible,2.268,1,Very Low,Très faible,-3.1,-1,Decrease,Diminuation
693009,9.619,2,Low,Faible,9.534,2,Low,Faible,7.547,2,Low,Faible,6.47,2,Low,Faible,4.602,1,Very Low,Très faible,3,1,Very Low,Très faible,3.131,1,Very Low,Très faible,3.573,1,Very Low,Très faible,3.403,1,Very Low,Très faible,-6.216,-2,Large Decrease,Grande diminuation
693010,2.432,1,Very Low,Très faible,2.298,1,Very Low,Très faible,2.224,1,Very Low,Très faible,1.913,1,Very Low,Très faible,1.413,1,Very Low,Très faible,0.83,1,Very Low,Très faible,0.853,1,Very Low,Très faible,1.02,1,Very Low,Très faible,0.941,1,Very Low,Très faible,-1.491,-1,Decrease,Diminuation
693011,2.29,1,Very Low,Très faible,2.201,1,Very Low,Très faible,2.122,1,Very Low,Très faible,1.85,1,Very Low,Très faible,1.363,1,Very Low,Très faible,0.818,1,Very Low,Très faible,0.858,1,Very Low,Très faible,1.01,1,Very Low,Très faible,0.951,1,Very Low,Très faible,-1.339,-1,Decrease,Diminuation
693012,2.353,1,Very Low,Très faible,2.258,1,Very Low,Très faible,2.209,1,Very Low,Très faible,1.929,1,Very Low,Très faible,1.4,1,Very Low,Très faible,0.825,1,Very Low,Très faible,0.858,1,Very Low,Très faible,1.019,1,Very Low,Très faible,0.956,1,Very Low,Très faible,-1.397,-1,Decrease,Diminuation
694001,2.164,1,Very Low,Très faible,2.081,1,Very Low,Très faible,1.919,1,Very Low,Très faible,1.544,1,Very Low,Très faible,1.051,1,Very Low,Très faible,0.691,1,Very Low,Très faible,0.738,1,Very Low,Très faible,0.806,1,Very Low,Très faible,0.814,1,Very Low,Très faible,-1.35,-1,Decrease,Diminuation
694002,2.196,1,Very Low,Très faible,2.107,1,Very Low,Très faible,2.081,1,Very Low,Très faible,1.652,1,Very Low,Très faible,1.085,1,Very Low,Très faible,0.694,1,Very Low,Très faible,0.7,1,Very Low,Très faible,0.781,1,Very Low,Très faible,0.794,1,Very Low,Très faible,-1.402,-1,Decrease,Diminuation
694004,2.212,1,Very Low,Très faible,2.099,1,Very Low,Très faible,1.947,1,Very Low,Très faible,1.557,1,Very Low,Très faible,1.064,1,Very Low,Très faible,0.747,1,Very Low,Très faible,0.746,1,Very Low,Très faible,0.777,1,Very Low,Très faible,0.787,1,Very Low,Très faible,-1.425,-1,Decrease,Diminuation
694005,2.152,1,Very Low,Très faible,1.937,1,Very Low,Très faible,1.894,1,Very Low,Très faible,1.544,1,Very Low,Très faible,1.088,1,Very Low,Très faible,0.755,1,Very Low,Très faible,0.773,1,Very Low,Très faible,0.838,1,Very Low,Très faible,0.83,1,Very Low,Très faible,-1.322,-1,Decrease,Diminuation
695001,18.033,3,Moderate,Moyen,16.678,3,Moderate,Moyen,15.287,3,Moderate,Moyen,12.043,3,Moderate,Moyen,7.613,2,Low,Faible,5.492,1,Very Low,Très faible,4.025,1,Very Low,Très faible,4.614,1,Very Low,Très faible,4.678,1,Very Low,Très faible,-13.355,-2,Large Decrease,Grande diminuation
695002,10.153,2,Low,Faible,10.754,2,Low,Faible,10.548,2,Low,Faible,7.023,2,Low,Faible,3.547,1,Very Low,Très faible,0.967,1,Very Low,Très faible,0.618,1,Very Low,Très faible,0.697,1,Very Low,Très faible,0.692,1,Very Low,Très faible,-9.461,-2,Large Decrease,Grande diminuation
695003,15.967,3,Moderate,Moyen,14.364,3,Moderate,Moyen,12.847,3,Moderate,Moyen,11.15,3,Moderate,Moyen,7.73,2,Low,Faible,5.438,1,Very Low,Très faible,4.106,1,Very Low,Très faible,4.526,1,Very Low,Très faible,4.603,1,Very Low,Très faible,-11.364,-2,Large Decrease,Grande diminuation
695004,5.789,1,Very Low,Très faible,5.794,1,Very Low,Très faible,5.455,1,Very Low,Très faible,3.983,1,Very Low,Très faible,2.458,1,Very Low,Très faible,1.87,1,Very Low,Très faible,1.117,1,Very Low,Très faible,1.276,1,Very Low,Très faible,1.314,1,Very Low,Très faible,-4.475,-1,Decrease,Diminuation
696001,17.953,3,Moderate,Moyen,17.306,3,Moderate,Moyen,16.166,3,Moderate,Moyen,14.234,3,Moderate,Moyen,10.582,2,Low,Faible,6.541,2,Low,Faible,5.403,1,Very Low,Très faible,5.766,1,Very Low,Très faible,5.873,1,Very Low,Très faible,-12.08,-2,Large Decrease,Grande diminuation
696002,10.922,2,Low,Faible,10.396,2,Low,Faible,9.61,2,Low,Faible,8.656,2,Low,Faible,6.796,2,Low,Faible,4.46,1,Very Low,Très faible,3.804,1,Very Low,Très faible,3.895,1,Very Low,Très faible,3.887,1,Very Low,Très faible,-7.035,-2,Large Decrease,Grande diminuation
696003,18.02,3,Moderate,Moyen,19.144,3,Moderate,Moyen,15.545,3,Moderate,Moyen,13.082,3,Moderate,Moyen,9.314,2,Low,Faible,7.512,2,Low,Faible,4.723,1,Very Low,Très faible,5.533,1,Very Low,Très faible,5.592,1,Very Low,Très faible,-12.428,-2,Large Decrease,Grande diminuation
696004,2.335,1,Very Low,Très faible,2.187,1,Very Low,Très faible,2.097,1,Very Low,Très faible,1.925,1,Very Low,Très faible,1.459,1,Very Low,Très faible,0.907,1,Very Low,Très faible,0.738,1,Very Low,Très faible,0.778,1,Very Low,Très faible,0.793,1,Very Low,Très faible,-1.542,-1,Decrease,Diminuation
696005,18.401,3,Moderate,Moyen,18.03,3,Moderate,Moyen,15.778,3,Moderate,Moyen,14.217,3,Moderate,Moyen,10.62,2,Low,Faible,6.994,2,Low,Faible,5.428,1,Very Low,Très faible,5.902,1,Very Low,Très faible,5.772,1,Very Low,Très faible,-12.629,-2,Large Decrease,Grande diminuation
696006,13.281,3,Moderate,Moyen,12.526,3,Moderate,Moyen,11.558,3,Moderate,Moyen,10.373,2,Low,Faible,8.02,2,Low,Faible,5.375,1,Very Low,Très faible,4.502,1,Very Low,Très faible,4.611,1,Very Low,Très faible,4.593,1,Very Low,Très faible,-8.688,-2,Large Decrease,Grande diminuation
696007,2.335,1,Very Low,Très faible,2.251,1,Very Low,Très faible,2.07,1,Very Low,Très faible,1.901,1,Very Low,Très faible,1.481,1,Very Low,Très faible,0.91,1,Very Low,Très faible,0.742,1,Very Low,Très faible,0.778,1,Very Low,Très faible,0.785,1,Very Low,Très faible,-1.55,-1,Decrease,Diminuation
696008,8.319,2,Low,Faible,7.832,2,Low,Faible,7.311,2,Low,Faible,6.765,2,Low,Faible,5.115,1,Very Low,Très faible,3.242,1,Very Low,Très faible,2.666,1,Very Low,Très faible,2.754,1,Very Low,Très faible,2.728,1,Very Low,Très faible,-5.591,-1,Decrease,Diminuation
696009,7.974,2,Low,Faible,7.222,2,Low,Faible,6.983,2,Low,Faible,6.317,2,Low,Faible,4.889,1,Very Low,Très faible,3.129,1,Very Low,Très faible,2.688,1,Very Low,Très faible,2.834,1,Very Low,Très faible,2.825,1,Very Low,Très faible,-5.149,-1,Decrease,Diminuation
696010,0.976,1,Very Low,Très faible,0.915,1,Very Low,Très faible,0.877,1,Very Low,Très faible,0.805,1,Very Low,Très faible,0.61,1,Very Low,Très faible,0.391,1,Very Low,Très faible,0.33,1,Very Low,Très faible,0.337,1,Very Low,Très faible,0.33,1,Very Low,Très faible,-0.646,0,Little or no change,Peu ou pas de changement
696011,17.613,3,Moderate,Moyen,17.162,3,Moderate,Moyen,16.126,3,Moderate,Moyen,14.135,3,Moderate,Moyen,11.275,3,Moderate,Moyen,7.525,2,Low,Faible,5.954,1,Very Low,Très faible,5.849,1,Very Low,Très faible,5.884,1,Very Low,Très faible,-11.729,-2,Large Decrease,Grande diminuation
696012,11.579,3,Moderate,Moyen,10.944,2,Low,Faible,10.311,2,Low,Faible,9.57,2,Low,Faible,7.29,2,Low,Faible,4.538,1,Very Low,Très faible,3.806,1,Very Low,Très faible,3.909,1,Very Low,Très faible,3.969,1,Very Low,Très faible,-7.61,-2,Large Decrease,Grande diminuation
696013,9.635,2,Low,Faible,9.215,2,Low,Faible,8.617,2,Low,Faible,7.804,2,Low,Faible,5.994,1,Very Low,Très faible,3.841,1,Very Low,Très faible,3.229,1,Very Low,Très faible,3.271,1,Very Low,Très faible,3.326,1,Very Low,Très faible,-6.309,-2,Large Decrease,Grande diminuation
696014,2.378,1,Very Low,Très faible,2.236,1,Very Low,Très faible,2.049,1,Very Low,Très faible,1.863,1,Very Low,Très faible,1.466,1,Very Low,Très faible,0.983,1,Very Low,Très faible,0.813,1,Very Low,Très faible,0.834,1,Very Low,Très faible,0.813,1,Very Low,Très faible,-1.565,-1,Decrease,Diminuation
696015,18.553,3,Moderate,Moyen,17.433,3,Moderate,Moyen,15.739,3,Moderate,Moyen,14.315,3,Moderate,Moyen,11.249,3,Moderate,Moyen,7.595,2,Low,Faible,6.331,2,Low,Faible,6.584,2,Low,Faible,6.424,2,Low,Faible,-12.129,-2,Large Decrease,Grande diminuation
697004,2.201,1,Very Low,Très faible,1.978,1,Very Low,Très faible,1.905,1,Very Low,Très faible,1.669,1,Very Low,Très faible,1.133,1,Very Low,Très faible,0.759,1,Very Low,Très faible,0.859,1,Very Low,Très faible,0.862,1,Very Low,Très faible,0.858,1,Very Low,Très faible,-1.343,-1,Decrease,Diminuation
697005,2.529,1,Very Low,Très faible,2.288,1,Very Low,Très faible,2.283,1,Very Low,Très faible,1.956,1,Very Low,Très faible,1.261,1,Very Low,Très faible,0.804,1,Very Low,Très faible,0.854,1,Very Low,Très faible,0.89,1,Very Low,Très faible,0.874,1,Very Low,Très faible,-1.655,-1,Decrease,Diminuation
698001,2.428,1,Very Low,Très faible,2.233,1,Very Low,Très faible,2.095,1,Very Low,Très faible,1.874,1,Very Low,Très faible,1.354,1,Very Low,Très faible,0.767,1,Very Low,Très faible,0.806,1,Very Low,Très faible,0.784,1,Very Low,Très faible,0.743,1,Very Low,Très faible,-1.685,-1,Decrease,Diminuation
698003,2.565,1,Very Low,Très faible,2.36,1,Very Low,Très faible,2.436,1,Very Low,Très faible,2.091,1,Very Low,Très faible,1.443,1,Very Low,Très faible,0.781,1,Very Low,Très faible,0.82,1,Very Low,Très faible,0.79,1,Very Low,Très faible,0.75,1,Very Low,Très faible,-1.815,-1,Decrease,Diminuation
698005,8.942,2,Low,Faible,8.748,2,Low,Faible,8.721,2,Low,Faible,7.617,2,Low,Faible,5.486,1,Very Low,Très faible,2.783,1,Very Low,Très faible,2.704,1,Very Low,Très faible,2.66,1,Very Low,Très faible,2.508,1,Very Low,Très faible,-6.434,-2,Large Decrease,Grande diminuation
698006,32.768,4,High,Élevé,30.783,4,High,Élevé,30.772,4,High,Élevé,27.107,4,High,Élevé,18.155,3,Moderate,Moyen,9.769,2,Low,Faible,10.052,2,Low,Faible,9.802,2,Low,Faible,8.977,2,Low,Faible,-23.791,-2,Large Decrease,Grande diminuation
698007,11.498,3,Moderate,Moyen,10.453,2,Low,Faible,10.289,2,Low,Faible,9.135,2,Low,Faible,6.616,2,Low,Faible,3.767,1,Very Low,Très faible,3.82,1,Very Low,Très faible,3.667,1,Very Low,Très faible,3.446,1,Very Low,Très faible,-8.052,-2,Large Decrease,Grande diminuation
698008,2.71,1,Very Low,Très faible,2.462,1,Very Low,Très faible,2.54,1,Very Low,Très faible,2.178,1,Very Low,Très faible,1.503,1,Very Low,Très faible,0.814,1,Very Low,Très faible,0.855,1,Very Low,Très faible,0.819,1,Very Low,Très faible,0.778,1,Very Low,Très faible,-1.932,-1,Decrease,Diminuation
698009,5.901,1,Very Low,Très faible,5.881,1,Very Low,Très faible,6.261,2,Low,Faible,4.655,1,Very Low,Très faible,1.796,1,Very Low,Très faible,0.811,1,Very Low,Très faible,0.769,1,Very Low,Très faible,1.103,1,Very Low,Très faible,0.978,1,Very Low,Très faible,-4.923,-1,Decrease,Diminuation
698010,8.331,2,Low,Faible,7.384,2,Low,Faible,6.343,2,Low,Faible,5.537,1,Very Low,Très faible,4.076,1,Very Low,Très faible,2.292,1,Very Low,Très faible,2.567,1,Very Low,Très faible,2.754,1,Very Low,Très faible,2.62,1,Very Low,Très faible,-5.711,-1,Decrease,Diminuation
698011,20.178,3,Moderate,Moyen,18.694,3,Moderate,Moyen,18.145,3,Moderate,Moyen,16.006,3,Moderate,Moyen,10.865,2,Low,Faible,5.864,1,Very Low,Très faible,6.133,2,Low,Faible,6.015,2,Low,Faible,5.685,1,Very Low,Très faible,-14.493,-2,Large Decrease,Grande diminuation
698012,2.397,1,Very Low,Très faible,2.188,1,Very Low,Très faible,2.001,1,Very Low,Très faible,1.776,1,Very Low,Très faible,1.321,1,Very Low,Très faible,0.768,1,Very Low,Très faible,0.813,1,Very Low,Très faible,0.801,1,Very Low,Très faible,0.756,1,Very Low,Très faible,-1.641,-1,Decrease,Diminuation
699001,11.353,3,Moderate,Moyen,10.782,2,Low,Faible,10.006,2,Low,Faible,8.291,2,Low,Faible,6.883,2,Low,Faible,4.992,1,Very Low,Très faible,3.357,1,Very Low,Très faible,3.243,1,Very Low,Très faible,3.464,1,Very Low,Très faible,-7.889,-2,Large Decrease,Grande diminuation
699002,18.187,3,Moderate,Moyen,17.313,3,Moderate,Moyen,15.926,3,Moderate,Moyen,13.021,3,Moderate,Moyen,10.633,2,Low,Faible,7.748,2,Low,Faible,5.033,1,Very Low,Très faible,5.087,1,Very Low,Très faible,5.4,1,Very Low,Très faible,-12.787,-2,Large Decrease,Grande diminuation
700002,2.175,1,Very Low,Très faible,1.978,1,Very Low,Très faible,1.933,1,Very Low,Très faible,1.684,1,Very Low,Très faible,1.436,1,Very Low,Très faible,0.895,1,Very Low,Très faible,1.053,1,Very Low,Très faible,0.92,1,Very Low,Très faible,0.907,1,Very Low,Très faible,-1.268,-1,Decrease,Diminuation
700003,2.549,1,Very Low,Très faible,2.429,1,Very Low,Très faible,2.348,1,Very Low,Très faible,1.95,1,Very Low,Très faible,1.652,1,Very Low,Très faible,1.012,1,Very Low,Très faible,1.168,1,Very Low,Très faible,1.097,1,Very Low,Très faible,1.126,1,Very Low,Très faible,-1.423,-1,Decrease,Diminuation
700005,8.563,2,Low,Faible,8.092,2,Low,Faible,7.571,2,Low,Faible,6.57,2,Low,Faible,5.649,1,Very Low,Très faible,3.28,1,Very Low,Très faible,3.662,1,Very Low,Très faible,3.628,1,Very Low,Très faible,3.517,1,Very Low,Très faible,-5.046,-1,Decrease,Diminuation
700006,2.261,1,Very Low,Très faible,2.086,1,Very Low,Très faible,2.012,1,Very Low,Très faible,1.738,1,Very Low,Très faible,1.447,1,Very Low,Très faible,0.89,1,Very Low,Très faible,1.015,1,Very Low,Très faible,0.948,1,Very Low,Très faible,0.938,1,Very Low,Très faible,-1.323,-1,Decrease,Diminuation
700008,2.35,1,Very Low,Très faible,2.214,1,Very Low,Très faible,2.078,1,Very Low,Très faible,1.83,1,Very Low,Très faible,1.458,1,Very Low,Très faible,0.891,1,Very Low,Très faible,1.001,1,Very Low,Très faible,0.966,1,Very Low,Très faible,0.935,1,Very Low,Très faible,-1.415,-1,Decrease,Diminuation
701001,8.611,2,Low,Faible,7.747,2,Low,Faible,7.472,2,Low,Faible,6.246,2,Low,Faible,4.052,1,Very Low,Très faible,2.867,1,Very Low,Très faible,2.351,1,Very Low,Très faible,2.663,1,Very Low,Très faible,2.428,1,Very Low,Très faible,-6.183,-2,Large Decrease,Grande diminuation
701002,5.686,1,Very Low,Très faible,5.2,1,Very Low,Très faible,4.338,1,Very Low,Très faible,3.6,1,Very Low,Très faible,2.176,1,Very Low,Très faible,1.679,1,Very Low,Très faible,1.055,1,Very Low,Très faible,1.287,1,Very Low,Très faible,1.206,1,Very Low,Très faible,-4.48,-1,Decrease,Diminuation
701003,1.297,1,Very Low,Très faible,1.18,1,Very Low,Très faible,1.126,1,Very Low,Très faible,0.926,1,Very Low,Très faible,0.594,1,Very Low,Très faible,0.388,1,Very Low,Très faible,0.308,1,Very Low,Très faible,0.387,1,Very Low,Très faible,0.351,1,Very Low,Très faible,-0.946,0,Little or no change,Peu ou pas de changement
701004,11.837,3,Moderate,Moyen,10.942,2,Low,Faible,10.497,2,Low,Faible,8.751,2,Low,Faible,5.749,1,Very Low,Très faible,4.039,1,Very Low,Très faible,3.45,1,Very Low,Très faible,3.583,1,Very Low,Très faible,3.316,1,Very Low,Très faible,-8.521,-2,Large Decrease,Grande diminuation
701005,4.843,1,Very Low,Très faible,4.559,1,Very Low,Très faible,4.307,1,Very Low,Très faible,3.414,1,Very Low,Très faible,2.191,1,Very Low,Très faible,1.63,1,Very Low,Très faible,1.15,1,Very Low,Très faible,1.39,1,Very Low,Très faible,1.298,1,Very Low,Très faible,-3.545,-1,Decrease,Diminuation
701006,5.88,1,Very Low,Très faible,5.986,1,Very Low,Très faible,5.005,1,Very Low,Très faible,3.87,1,Very Low,Très faible,2.598,1,Very Low,Très faible,1.684,1,Very Low,Très faible,1.349,1,Very Low,Très faible,1.543,1,Very Low,Très faible,1.399,1,Very Low,Très faible,-4.481,-1,Decrease,Diminuation
